id,author,annotatedStance,timestamp,debateMetaData.title,debateMetaData.description,debateMetaData.url
6018664,bob tichell,Veganism is not good for everyone,Wed Apr 18 00:00:00 CEST 2012,Is Veganism Good For Everyone?,Maybe some of us simply weren't built to be vegans. Is the diet good for everyone?,/roomfordebate/2012/04/17/is-veganism-good-for-everyone
6018659,A jefri,Veganism is not good for everyone,Wed Apr 18 00:00:00 CEST 2012,Is Veganism Good For Everyone?,Maybe some of us simply weren't built to be vegans. Is the diet good for everyone?,/roomfordebate/2012/04/17/is-veganism-good-for-everyone
6017945,Sonja Coryat,Veganism is not good for everyone,Wed Apr 18 00:00:00 CEST 2012,Is Veganism Good For Everyone?,Maybe some of us simply weren't built to be vegans. Is the diet good for everyone?,/roomfordebate/2012/04/17/is-veganism-good-for-everyone
6017135,Lisa,Veganism is not good for everyone,Wed Apr 18 00:00:00 CEST 2012,Is Veganism Good For Everyone?,Maybe some of us simply weren't built to be vegans. Is the diet good for everyone?,/roomfordebate/2012/04/17/is-veganism-good-for-everyone
6512073,mk,Tracking kids invades privacy,Thu Jun 28 00:00:00 CEST 2012,You Can Track Your Kids. But Should You?,When does monitoring your children through technology cross the line into invasion of privacy?,/roomfordebate/2012/06/27/is-online-monitoring-parenting-or-snooping
6516554,Vince,Tracking kids invades privacy,Thu Jun 28 00:00:00 CEST 2012,You Can Track Your Kids. But Should You?,When does monitoring your children through technology cross the line into invasion of privacy?,/roomfordebate/2012/06/27/is-online-monitoring-parenting-or-snooping
6511026,markomd,Tracking kids does not invade privacy,Thu Jun 28 00:00:00 CEST 2012,You Can Track Your Kids. But Should You?,When does monitoring your children through technology cross the line into invasion of privacy?,/roomfordebate/2012/06/27/is-online-monitoring-parenting-or-snooping
2851846,Surendra Nigam,Royal Couple could be a modern family,Wed Nov 17 00:00:00 CET 2010,Can a Royal Couple Be a Modern Family?,The barriers that stand in the way of Prince William and Kate Middleton leading 'normal' lives as husband and wife.,/roomfordebate/2010/11/16/can-a-royal-couple-be-a-modern-family
2854670,beth,Royal Couple could be a modern family,Wed Nov 17 00:00:00 CET 2010,Can a Royal Couple Be a Modern Family?,The barriers that stand in the way of Prince William and Kate Middleton leading 'normal' lives as husband and wife.,/roomfordebate/2010/11/16/can-a-royal-couple-be-a-modern-family
2879751,Practical Dude,Royal Couple could not be a modern family,Tue Nov 23 00:00:00 CET 2010,Can a Royal Couple Be a Modern Family?,The barriers that stand in the way of Prince William and Kate Middleton leading 'normal' lives as husband and wife.,/roomfordebate/2010/11/16/can-a-royal-couple-be-a-modern-family
2854900,Oriole,Royal Couple could not be a modern family,Wed Nov 17 00:00:00 CET 2010,Can a Royal Couple Be a Modern Family?,The barriers that stand in the way of Prince William and Kate Middleton leading 'normal' lives as husband and wife.,/roomfordebate/2010/11/16/can-a-royal-couple-be-a-modern-family
2852843,helenbyrne,Royal Couple could be a modern family,Wed Nov 17 00:00:00 CET 2010,Can a Royal Couple Be a Modern Family?,The barriers that stand in the way of Prince William and Kate Middleton leading 'normal' lives as husband and wife.,/roomfordebate/2010/11/16/can-a-royal-couple-be-a-modern-family
2852454,aftab wilson,Royal Couple could be a modern family,Wed Nov 17 00:00:00 CET 2010,Can a Royal Couple Be a Modern Family?,The barriers that stand in the way of Prince William and Kate Middleton leading 'normal' lives as husband and wife.,/roomfordebate/2010/11/16/can-a-royal-couple-be-a-modern-family
2850829,Sonora doc,Royal Couple could not be a modern family,Wed Nov 17 00:00:00 CET 2010,Can a Royal Couple Be a Modern Family?,The barriers that stand in the way of Prince William and Kate Middleton leading 'normal' lives as husband and wife.,/roomfordebate/2010/11/16/can-a-royal-couple-be-a-modern-family
12538804,Laurence Svirchev,3-D printing will not change the world,Tue Aug 12 00:00:00 CEST 2014,Will 3-D Printing Change the World?,"For all the hype over three-dimensional printing, it's still unclear exactly how and when it will have an impact on our daily lives.",/roomfordebate/2014/08/11/will-3-d-printers-change-the-world
12538747,Jerry Smith,3-D printing will change the world,Tue Aug 12 00:00:00 CEST 2014,Will 3-D Printing Change the World?,"For all the hype over three-dimensional printing, it's still unclear exactly how and when it will have an impact on our daily lives.",/roomfordebate/2014/08/11/will-3-d-printers-change-the-world
12538582,D. Miller,3-D printing will not change the world,Tue Aug 12 00:00:00 CEST 2014,Will 3-D Printing Change the World?,"For all the hype over three-dimensional printing, it's still unclear exactly how and when it will have an impact on our daily lives.",/roomfordebate/2014/08/11/will-3-d-printers-change-the-world
12535548,Laughingdragon,3-D printing will change the world,Tue Aug 12 00:00:00 CEST 2014,Will 3-D Printing Change the World?,"For all the hype over three-dimensional printing, it's still unclear exactly how and when it will have an impact on our daily lives.",/roomfordebate/2014/08/11/will-3-d-printers-change-the-world
12536410,N.G. Krishnan,3-D printing will change the world,Tue Aug 12 00:00:00 CEST 2014,Will 3-D Printing Change the World?,"For all the hype over three-dimensional printing, it's still unclear exactly how and when it will have an impact on our daily lives.",/roomfordebate/2014/08/11/will-3-d-printers-change-the-world
12534617,John Lister,3-D printing will not change the world,Tue Aug 12 00:00:00 CEST 2014,Will 3-D Printing Change the World?,"For all the hype over three-dimensional printing, it's still unclear exactly how and when it will have an impact on our daily lives.",/roomfordebate/2014/08/11/will-3-d-printers-change-the-world
16175182,Greg,The bar is too low to get into law school,Thu Sep 24 00:00:00 CEST 2015,Is the Bar Too Low to Get Into Law School?,An increasing number of law students have failed the bar exam in recent years.,/roomfordebate/2015/09/24/is-the-bar-too-low-to-get-into-law-school
16178496,marvinhjeglin,The bar is not too low to get into law school,Thu Sep 24 00:00:00 CEST 2015,Is the Bar Too Low to Get Into Law School?,An increasing number of law students have failed the bar exam in recent years.,/roomfordebate/2015/09/24/is-the-bar-too-low-to-get-into-law-school
16175983,Brian,The bar is not too low to get into law school,Thu Sep 24 00:00:00 CEST 2015,Is the Bar Too Low to Get Into Law School?,An increasing number of law students have failed the bar exam in recent years.,/roomfordebate/2015/09/24/is-the-bar-too-low-to-get-into-law-school
16180428,Irving Schwartz,The bar is too low to get into law school,Thu Sep 24 00:00:00 CEST 2015,Is the Bar Too Low to Get Into Law School?,An increasing number of law students have failed the bar exam in recent years.,/roomfordebate/2015/09/24/is-the-bar-too-low-to-get-into-law-school
16178304,Robert Putnam,The bar is too low to get into law school,Thu Sep 24 00:00:00 CEST 2015,Is the Bar Too Low to Get Into Law School?,An increasing number of law students have failed the bar exam in recent years.,/roomfordebate/2015/09/24/is-the-bar-too-low-to-get-into-law-school
16177946,J C,The bar is too low to get into law school,Thu Sep 24 00:00:00 CEST 2015,Is the Bar Too Low to Get Into Law School?,An increasing number of law students have failed the bar exam in recent years.,/roomfordebate/2015/09/24/is-the-bar-too-low-to-get-into-law-school
16176638,Seth Langson,The bar is too low to get into law school,Thu Sep 24 00:00:00 CEST 2015,Is the Bar Too Low to Get Into Law School?,An increasing number of law students have failed the bar exam in recent years.,/roomfordebate/2015/09/24/is-the-bar-too-low-to-get-into-law-school
16175689,CraigieBob,The bar is not too low to get into law school,Thu Sep 24 00:00:00 CEST 2015,Is the Bar Too Low to Get Into Law School?,An increasing number of law students have failed the bar exam in recent years.,/roomfordebate/2015/09/24/is-the-bar-too-low-to-get-into-law-school
16174773,Justice Holmes,The bar is too low to get into law school,Thu Sep 24 00:00:00 CEST 2015,Is the Bar Too Low to Get Into Law School?,An increasing number of law students have failed the bar exam in recent years.,/roomfordebate/2015/09/24/is-the-bar-too-low-to-get-into-law-school
16183372,Michael S,The bar is not too low to get into law school,Fri Sep 25 00:00:00 CEST 2015,Is the Bar Too Low to Get Into Law School?,An increasing number of law students have failed the bar exam in recent years.,/roomfordebate/2015/09/24/is-the-bar-too-low-to-get-into-law-school
16177998,Jim Waddell,The bar is too low to get into law school,Thu Sep 24 00:00:00 CEST 2015,Is the Bar Too Low to Get Into Law School?,An increasing number of law students have failed the bar exam in recent years.,/roomfordebate/2015/09/24/is-the-bar-too-low-to-get-into-law-school
3639835,Jake,Privatization is a bad deal for cities and states,Mon Apr 04 00:00:00 CEST 2011,Is Privatization a Bad Deal for Cities and States?,"To save money, New York is turning the clock back on outsourcing by replacing private contractors with city workers.",/roomfordebate/2011/04/03/is-privatization-a-bad-deal-for-cities-and-states
3639291,jb,Privatization is a bad deal for cities and states,Mon Apr 04 00:00:00 CEST 2011,Is Privatization a Bad Deal for Cities and States?,"To save money, New York is turning the clock back on outsourcing by replacing private contractors with city workers.",/roomfordebate/2011/04/03/is-privatization-a-bad-deal-for-cities-and-states
3638806,ElevatorGuru,Privatization is a bad deal for cities and states,Mon Apr 04 00:00:00 CEST 2011,Is Privatization a Bad Deal for Cities and States?,"To save money, New York is turning the clock back on outsourcing by replacing private contractors with city workers.",/roomfordebate/2011/04/03/is-privatization-a-bad-deal-for-cities-and-states
3638542,AZ_Hiker,Privatization is a bad deal for cities and states,Mon Apr 04 00:00:00 CEST 2011,Is Privatization a Bad Deal for Cities and States?,"To save money, New York is turning the clock back on outsourcing by replacing private contractors with city workers.",/roomfordebate/2011/04/03/is-privatization-a-bad-deal-for-cities-and-states
3639142,dpg47,Privatization is a bad deal for cities and states,Mon Apr 04 00:00:00 CEST 2011,Is Privatization a Bad Deal for Cities and States?,"To save money, New York is turning the clock back on outsourcing by replacing private contractors with city workers.",/roomfordebate/2011/04/03/is-privatization-a-bad-deal-for-cities-and-states
3639947,Wendy,Privatization is a bad deal for cities and states,Mon Apr 04 00:00:00 CEST 2011,Is Privatization a Bad Deal for Cities and States?,"To save money, New York is turning the clock back on outsourcing by replacing private contractors with city workers.",/roomfordebate/2011/04/03/is-privatization-a-bad-deal-for-cities-and-states
3639803,TWstroud,Privatization is a bad deal for cities and states,Mon Apr 04 00:00:00 CEST 2011,Is Privatization a Bad Deal for Cities and States?,"To save money, New York is turning the clock back on outsourcing by replacing private contractors with city workers.",/roomfordebate/2011/04/03/is-privatization-a-bad-deal-for-cities-and-states
3637150,Connie Boyd,Privatization is a bad deal for cities and states,Mon Apr 04 00:00:00 CEST 2011,Is Privatization a Bad Deal for Cities and States?,"To save money, New York is turning the clock back on outsourcing by replacing private contractors with city workers.",/roomfordebate/2011/04/03/is-privatization-a-bad-deal-for-cities-and-states
6028049,Rick,Wealthy colleges do not deserve tax breaks,Thu Apr 19 00:00:00 CEST 2012,Do Wealthy Colleges Deserve Their Tax Breaks?,Should government change its tax exemption policies for universities as a way of equalizing educational resources in America?,/roomfordebate/2012/04/18/do-wealthy-colleges-deserve-their-tax-breaks
6033732,Adam,Wealthy colleges deserve tax breaks,Fri Apr 20 00:00:00 CEST 2012,Do Wealthy Colleges Deserve Their Tax Breaks?,Should government change its tax exemption policies for universities as a way of equalizing educational resources in America?,/roomfordebate/2012/04/18/do-wealthy-colleges-deserve-their-tax-breaks
6031972,cbr79,Wealthy colleges do not deserve tax breaks,Thu Apr 19 00:00:00 CEST 2012,Do Wealthy Colleges Deserve Their Tax Breaks?,Should government change its tax exemption policies for universities as a way of equalizing educational resources in America?,/roomfordebate/2012/04/18/do-wealthy-colleges-deserve-their-tax-breaks
6030836,JAG,Wealthy colleges deserve tax breaks,Thu Apr 19 00:00:00 CEST 2012,Do Wealthy Colleges Deserve Their Tax Breaks?,Should government change its tax exemption policies for universities as a way of equalizing educational resources in America?,/roomfordebate/2012/04/18/do-wealthy-colleges-deserve-their-tax-breaks
6029168,Edmund Dantes,Wealthy colleges do not deserve tax breaks,Thu Apr 19 00:00:00 CEST 2012,Do Wealthy Colleges Deserve Their Tax Breaks?,Should government change its tax exemption policies for universities as a way of equalizing educational resources in America?,/roomfordebate/2012/04/18/do-wealthy-colleges-deserve-their-tax-breaks
6029114,Common sense,Wealthy colleges do not deserve tax breaks,Thu Apr 19 00:00:00 CEST 2012,Do Wealthy Colleges Deserve Their Tax Breaks?,Should government change its tax exemption policies for universities as a way of equalizing educational resources in America?,/roomfordebate/2012/04/18/do-wealthy-colleges-deserve-their-tax-breaks
14370176,Jones,Same-sex colleges are outdated,Tue Mar 10 00:00:00 CET 2015,Are Same-Sex Colleges Still Relevant?,"Do same-sex colleges play an important role in education, or are they outdated?",/roomfordebate/2015/03/10/are-same-sex-colleges-still-relevant
14367579,Dawn Grobe,Same-sex colleges are still relevant,Tue Mar 10 00:00:00 CET 2015,Are Same-Sex Colleges Still Relevant?,"Do same-sex colleges play an important role in education, or are they outdated?",/roomfordebate/2015/03/10/are-same-sex-colleges-still-relevant
14370545,Daisy Sue,Same-sex colleges are still relevant,Tue Mar 10 00:00:00 CET 2015,Are Same-Sex Colleges Still Relevant?,"Do same-sex colleges play an important role in education, or are they outdated?",/roomfordebate/2015/03/10/are-same-sex-colleges-still-relevant
14369245,jojojo12,Same-sex colleges are still relevant,Tue Mar 10 00:00:00 CET 2015,Are Same-Sex Colleges Still Relevant?,"Do same-sex colleges play an important role in education, or are they outdated?",/roomfordebate/2015/03/10/are-same-sex-colleges-still-relevant
14370228,slammy,Same-sex colleges are outdated,Tue Mar 10 00:00:00 CET 2015,Are Same-Sex Colleges Still Relevant?,"Do same-sex colleges play an important role in education, or are they outdated?",/roomfordebate/2015/03/10/are-same-sex-colleges-still-relevant
14369581,john,Same-sex colleges are outdated,Tue Mar 10 00:00:00 CET 2015,Are Same-Sex Colleges Still Relevant?,"Do same-sex colleges play an important role in education, or are they outdated?",/roomfordebate/2015/03/10/are-same-sex-colleges-still-relevant
14367936,ediepa,Same-sex colleges are still relevant,Tue Mar 10 00:00:00 CET 2015,Are Same-Sex Colleges Still Relevant?,"Do same-sex colleges play an important role in education, or are they outdated?",/roomfordebate/2015/03/10/are-same-sex-colleges-still-relevant
14368424,Carol,Same-sex colleges are outdated,Tue Mar 10 00:00:00 CET 2015,Are Same-Sex Colleges Still Relevant?,"Do same-sex colleges play an important role in education, or are they outdated?",/roomfordebate/2015/03/10/are-same-sex-colleges-still-relevant
14367986,michael Currier,Same-sex colleges are still relevant,Tue Mar 10 00:00:00 CET 2015,Are Same-Sex Colleges Still Relevant?,"Do same-sex colleges play an important role in education, or are they outdated?",/roomfordebate/2015/03/10/are-same-sex-colleges-still-relevant
14365749,Native New Yorker,Same-sex colleges are still relevant,Tue Mar 10 00:00:00 CET 2015,Are Same-Sex Colleges Still Relevant?,"Do same-sex colleges play an important role in education, or are they outdated?",/roomfordebate/2015/03/10/are-same-sex-colleges-still-relevant
14367663,PhillyExPat,Same-sex colleges are still relevant,Tue Mar 10 00:00:00 CET 2015,Are Same-Sex Colleges Still Relevant?,"Do same-sex colleges play an important role in education, or are they outdated?",/roomfordebate/2015/03/10/are-same-sex-colleges-still-relevant
14367861,LaChavalina,Same-sex colleges are still relevant,Tue Mar 10 00:00:00 CET 2015,Are Same-Sex Colleges Still Relevant?,"Do same-sex colleges play an important role in education, or are they outdated?",/roomfordebate/2015/03/10/are-same-sex-colleges-still-relevant
16100791,mike melcher,Fraternities and sororities should not be co-ed,Wed Sep 16 00:00:00 CEST 2015,Should Fraternities and Sororities Be Coed?,Making Greek brothers and sisters one big family on campus.,/roomfordebate/2015/09/16/should-college-fraternities-and-sororities-be-coed
16102298,Carl Z.,Fraternities and sororities should not be co-ed,Wed Sep 16 00:00:00 CEST 2015,Should Fraternities and Sororities Be Coed?,Making Greek brothers and sisters one big family on campus.,/roomfordebate/2015/09/16/should-college-fraternities-and-sororities-be-coed
16102556,Charles Chotkowski,Fraternities and sororities should not be co-ed,Wed Sep 16 00:00:00 CEST 2015,Should Fraternities and Sororities Be Coed?,Making Greek brothers and sisters one big family on campus.,/roomfordebate/2015/09/16/should-college-fraternities-and-sororities-be-coed
16104793,GR,Fraternities and sororities should be co-ed,Wed Sep 16 00:00:00 CEST 2015,Should Fraternities and Sororities Be Coed?,Making Greek brothers and sisters one big family on campus.,/roomfordebate/2015/09/16/should-college-fraternities-and-sororities-be-coed
4794465,Ian N,Amazon will not kill off publishers,Tue Nov 01 00:00:00 CET 2011,Will Amazon Kill Off Publishers?,"What happens when more writers have the option of a one-stop shop: agent, publisher and bookseller.",/roomfordebate/2011/10/24/will-amazon-kill-off-book-publishers
