" "	competence	feedbacks	firstAssignment	firstHIT	hits	nonReasonCouns	timeAvg	timeMax	timeMin	timeStdev
ACSYZN2MGIZUD	0.042		3XIQGXAUMDKGGXOC03VTUTI6I61X77	308KJXFUJRIOWYGXCU1ERX36REHTAE	5	1	309	458	229	94
AD8UJKT5HYGNJ	0.286	"The last two were very hard, especially the last one.  I sat here trying hard to figure something out but it just doesn't explain any reason really.  Being naive doesn't really make a reason why Colorado went to far with pot.  I did try!;#3 & #5 were hard, I truely did my best and am almost out of time, lol.  They didn't seem to have a clear reason though similar topic and wasn't sure what would be right to do there...;The 3rd one, It goes on and on but doesn't give a reason that has to do with above info whatsoever..;The last one just doesn't jive with why librarians are expendable.  Also, thanks for the reply to my comments :)  I had already left a good review but updated the communication rating to a 5 and left more feedback :) Thanks again!;Last one, although long, really doesn't state anything spectacular as far as a ""reason""...:)"	3S4AW7T80CUOXGP4KMUYGN39LXD4LP	374UMBUHN51CPDDVW8X5XSTURH2TCG	6	6	615	1041	258	335
AE861G0AY5RGT	0.090		3F1567XTNXH0LJBTTMYLEHDJGO19QN	39WSF6KUV2XB9JS1WIH1T6NADLYOEI	101	25	604	1194	159	270
ALJMDVY95Y5G4	0.379		3GS6S824SR9QUIB965GWO7QPATANWA	3Y3CZJSZ9K5EADROD952J7M2BFJR5T	11	15	353	673	141	181
AMGQ3YEAMC3Z2	0.212		3OJSZ2ATDT87EE42UXCY2ARMQHO57N	37M4O367VJUNDXEW819LX8SS5SKM50	39	24	202	539	77	106
APW9F8OTJ4KXO	0.201		3EJJQNKU9SHTCQ8C4DBDWOLCVSFRHA	3IKDQS3DQECMGZXK2WY1JLRLG0MCII	130	69	332	1183	83	253
AQAP9XPU5607T	0.002		3Q5ZZ9ZEVPRBES9L4244GANH1TO58O	3Z33IC0JC0YP47AHPJNTWKG7IHFV9H	1	0	520	520	520	0
ASFR82SJYMGNU	0.106		3L70J4KAZHYK1THTG661ADH43SUDA3	3URJ6VVYUPZTHHV87C5OKKBJ0W54OT	2	1	290	291	289	1
ASG735O932DPU	0.413	The last 2 reasons were missing segments	3GFK2QRXXATM4T5325KAUQQ3J5RW54	360ZO6N6J1V6EKG8BRM29OXURO3M9R	23	38	189	368	62	70
AWQ575N3GXTL1	0.095		3C44YUNSI21ROXNV5POY086Z2EHPDI	3G5RUKN2ECFCW218NS12M3MUWED9NE	8	3	546	901	209	243
