" "	competence	feedbacks	firstAssignment	firstHIT	hits	nonReasonCouns	timeAvg	timeMax	timeMin	timeStdev
A1X19BA815KYJ4	0.309		3AZHRG4CU5WQIOHEVF3W8YJF4NX30X	3EKTG13IZUF1FMHH0OPSEXOPSZQLMS	1	0	197	197	197	0
A1XIR8LWEAYXOI	0.196		3I7DHKZYGOCKT7J8CGAAQ243OKXF5L	32PT7WK7DMRHVOLFHPMPZL7EJZ73DE	5	0	134	193	105	36
A1Y07AXN3PWLHQ	0.016		3WT783CTPCTFFBG7MOBMLIJS13KCB1	3D06DR5225VKJ3QD3X025J8EYNRAMZ	3	0	93	115	78	19
A1Y3PSVSU557SW	0.004		3T3IWE1XG7ZJ5YK7RS325HEVBQ4QTV	3DZKABX2ZIHR25HK13XKYAHFPJOVC3	1	0	194	194	194	0
A1Y5SIH12VO3TW	0.381		37WLF8U1WQ2RSXB0IABCYLA8SCYK6J	3GKAWYFRAP5O2DQ2FNJWCOAFOVZDP0	1	0	143	143	143	0
A1Y7IIQ9A8B508	0.340		3Z4XG4ZF493KGBTVA8NZ8TE1UFUX8W	36FQTHX3Z33OGRNV3TVJ4VJEGEV3B7	8	0	259	488	131	110
A1Y92GESFTOCFF	0.084		3RKNTXVS3NA71XY0NV5879NYR8P4AS	3T6EIBTM9L0JH2HO6UAXWSDE462AAF	8	0	105	139	75	23
A1Z6F664MYBMVI	0.373		3VA45EW49OZFB2VIAWROA60045R1OJ	3T6SSHJUZFMDT2JKU6UNUOPGUMCIIV	106	0	110	736	44	99
A1ZZ7YO3YASNIP	0.272		32Z9ZLUT1MWQFDGWCLU92TG7LVQOHA	3UEDKCTP9V27ADSCBIB2GFEK8AQ7K0	19	0	183	952	23	276
A209H73TTW9F87	0.326		3X4JMASXCNLVLJLRA8I2QHHRSF70BI	3HY86PZXPYUQDRL0QGJQHAA2LRUE1Q	2	0	230	285	174	78
A20NITCOBY4775	0.265		39U1BHVTDM3RYXE5THR6S9LK1XLT3O	32PT7WK7DMRHVOLFHPMPZL7EJZ7D3O	35	0	156	341	63	69
A21EKAOO57Y6KA	0.311		3BGYGHDBBYW8TGO962T58C72V7E222	3GL25Y68436WFGY6E7SGPRJCZ80MXF	24	0	141	273	67	53
A247LJDZOGXJK6	0.209		39GXDJN2OUQSCMO0ATMHK8HGE4SV8X	3JTPR5MTZSOSN9ETNPW5IV0OH4V5KJ	26	0	210	705	66	173
A24DYXCGZQUZUQ	0.262		3L6L49WXW19AVRMJSZERZY7CZVZ540	3KL228NDMVYQ363D4LFWMSRD7D9KGG	14	0	272	740	65	260
A24MFJ893DQKW1	0.001		3180JW2OT5O0Y954V61V50WVHSO5JQ	3MA5N0ATTCNM0STDJQJE8VD111ZKWF	1	0	249	249	249	0
A24URS5UB1UCWK	0.171		39GXDJN2OUQSCMO0ATMHK8HGE5Y8VI	3VO4XFFP15YTLGQ7ONVZC1QT7GI7QS	12	0	100	168	63	26
A250V0QRCNR17F	0.252		3PEIJLRY6U5V6CPD8B35M9HNCM5XWJ	36JW4WBR06WTNG6ANG6HRFB9EH5FH8	7	0	160	321	79	96
A25AX0DNHKJCQT	0.251		3HUTX6F6VVZM0NDET0R2FPA5WC82O6	31ANT7FQN8E1LJDLH4T853KWPNR5HF	6	0	168	266	92	67
A261UIMWTL4SJ4	0.131	interesting HIT	304SM51WA4GVMS53JA1M0NNAN7MBSC	31ANT7FQN8E1LJDLH4T853KWPNR5HF	29	0	69	154	48	20
A264NN7JBX4UDQ	0.000		3EQHHY4HQT4Q77F3N0GS8N4FP075GM	3K1H3NEY7LBIP0X3C4T9IFWNN4CDGW	4	0	209	541	32	227
A267TQL6LVWW7K	0.179		3E47SOBEYR8P2JUDSY3375N5WUNCIV	3HYV4299H088OR5LP1S5WKXAZX0E8A	4	0	80	173	45	62
A27P5I6OA60BOP	0.381		3TPWUS5F8AD73EEIHF7I8WWDB5KWCL	33CLA8O0MIN6CAKDJLIB5JDF1Q3FR5	23	0	95	229	16	47
A27SMEOPKV84VI	0.116		3TXMY6UCAF02JHIW568CG7ERN42QCA	3A520CCNWNCM7FY0MZCJSB35PL0EAE	2	0	93	133	52	57
A28S6TTII9JDNI	0.321		3G5W44VEU8UTPQ06UNKYACNXMQ5GKL	3NZ1E5QA6ZDRU6AZHCJCJSHYUAMB55	9	0	172	731	52	224
A292IMAU5EW3MN	0.269		3TY7ZAOG5GWWEMPLGLVVPK0HF9E0K0	31ANT7FQN8E1LJDLH4T853KWPNR5HF	49	0	749	1092	74	268
A29BHDBJ5CM266	0.195		3SNLUL3WO5ZNEEJJZSLGTR13KYMLUQ	3X4Q1O9UBHYQ04DR9A3VNWVTSF07OK	15	0	62	108	37	21
A2A4LHPXF2E2GS	0.336		39ZSFO5CA98HJOVJW793DCOBG9KUJ0	3UUSLRKAULFZW7M2J1PFC2JUO1TD7T	27	0	313	524	153	104
A2A67BDUFG5RCH	0.157		3R3YRB5GRGF6IVSF21WQKDLSQMMUAG	3Y3N5A7N4GLLFLOGJ3EI85QL1EUMYL	14	0	177	319	66	84
A2ANLYFY8COULI	0.000		33L7PJKHCHADZUKB5YM2JQTVHJET8H	3WGZLY9VCHY3WLRLT6HLQ2FPZLZD8G	9	0	591	919	255	234
A2B6WQG0A9CKXQ	0.272		3OCHAWUVGPW4BCVWJXK2YYNSPGYXKR	302OLP89DZJ7AHEMQ86O2N3249NACH	6	0	537	669	375	118
A2BXIKA3RQU7B5	0.358		3TMFV4NEP9Q5RBO503RD6A0ULEY8WQ	3PKJ68EHDN89SIS666X26D317OMJHF	1	0	368	368	368	0
A2C2WXXKJOLCZ2	0.320		3YMU66OBIOK2N0ZYO2H1XK75U93GHJ	382GHPVPHS34VS2MOELWWHD86ME341	9	0	110	178	69	34
A2DH8ACPRT4R5N	0.003		3Z9WI9EOZ007PMVHET2GVCZY1QGHKJ	3WGZLY9VCHY3WLRLT6HLQ2FPZLZ8DB	2	0	153	203	102	71
A2DSCLKU4SAIGU	0.141		3OUYGIZWR8AXPDM1TD03L1MG9I2P06	3BFNCI9LYK21EFK5QCJ3ZTXIXO437L	26	0	83	373	23	67
A2E4CFQG5Y3PG8	0.000		3NGI5ARFTUHXW27JPW43Z65QEBOP1R	3VIVIU06FKOZPL9BFLSFMHWXBVWIMB	9	0	63	116	35	31
A2EFZBN4OLNH7S	0.371		3SKRO2GZ723WLBA3C4ZV3PJRK1LK1O	3UEDKCTP9V27ADSCBIB2GFEK8AQ7K0	35	0	495	1161	42	375
A2F1NAZRVIW18Y	0.136		3RU7GD8VPP5XQM6D2FJNV7SZ4AMPSU	3LOJFQ4BOXRNRMTM2VEOG7OGULTKD6	28	0	559	1114	98	316
A2GK75ZQTX2RDZ	0.238		3MTMREQS4WUJAZHKX1BR216PB23WAN	3MJ28H2Y1EKBD0Z8LHOYPCHX1955O3	13	0	227	398	122	86
A2J412AS23AK64	0.270	The comments section response of people searching net for things that interest them was irrelevant to whether the comments section failed. An 'irrelevant responce' option would be helpful in these instances.;In the Vegan question, they simply defined/labeled what they thought was a 'typical' vegan. But it does nothing for the actual debate.	3UOUJI6MTEQIE808DBO44LWQR7WUXL	311HQEI8RSS2Z8RYBJEC3U2XCJ37ZM	8	0	184	302	89	85
A2JPOXYZM5AJZZ	0.001		30H4UDGLT3UUSRT8IIN1JYTTCMJPMZ	3VMHWJRYHVSQ966PSKO3U1Z327OFX1	1	0	130	130	130	0
A2JUTTLDE5LGHH	0.002		3U84XHCDIDP82568ZNL7O2E70T2Z4U	3GONHBMNHVALKBYLFPG1MCZN78YMZC	5	0	307	414	235	75
A2K1ILRTCP7H3T	0.001		32RIADZISTGB1TKU4VRZS9H4DEXS4D	334ZEL5JX6RCJ2XJXD16INRPFTDSOS	2	0	113	123	103	14
A2LH24MZKYTF1G	0.001		3L4D84MIL04CE2PZW824UXZLM1EHJI	3EHIMLB7F7BK81WNF20BHNUNRDS8HK	1	0	102	102	102	0
A2LL81ERU0Y7E6	0.264	Thank you	3SBEHTYCWOF25MVIOQLS4WFOZHPYI7	3VDVA3ILIDROX5HRWB9EHDVEY79G19	1	0	264	264	264	0
A2LPZIXP0MSGBM	0.001		3ZY8KE4ISKFYIQOWWN3H6Z2G8BJVQF	3XEDXEGFX30TS2SSQJQT104X0WKK0D	2	0	181	235	126	77
A2MX7JUG8IWL2U	0.595		39ZSFO5CA98HJOVJW793DCOBG81UJF	3M93N4X8HKZYIR6MH091ARA3GZ3SJ9	1	0	252	252	252	0
A2NCIDMWOBZ0Q4	0.000	Thanks! :)	3JWH6J9I9TPY6FDYBEK01TD4072NBY	3UYRNV2KITBCIXIYI0VOM7RJDP18NT	2	0	70	76	63	9
A2O19SRDLSQDP6	0.001		3PM8NZGV8ZSQMFTRW24ZUKZ1OL9QXT	3AQN9REUTFSIBRI36AFFPF3RS02DYU	1	0	137	137	137	0
A2PE32I58ANCDD	0.243		3TMSXRD2X7CNGB4K1IIYR0DM78U1W1	3WPCIUYH1AKMU5J9W4SGHYBCDYKTDL	1	0	170	170	170	0
A2Q3I5XE5N4TER	0.000		3ZY8KE4ISKFYIQOWWN3H6Z2G8A1VQV	3JMQI2OLFZHOZSEPZ8648Z5KOGYDN4	2	0	174	271	76	138
A2QUXO9OJY69QM	0.649		3NS0A6KXC5KOELZSUON8XRBAQYYZG4	3UUIU9GZC5HRQS4GHYAXJMNK0HM5TP	3	0	87	99	66	19
A2RCJ30AFLCI54	0.005		3P59JYT76MW2DFIMPHD19ZGSVKW2TZ	3MQKOF1EE20EMMN3R9XR4IIBHS2WDE	1	0	166	166	166	0
A2T1K94BLNDBAH	0.272		39LOEL67OTH80DMHQJGB1DPXNL483K	3PUV2Q8SV4GMYJPSWI1VH45Q7RKBDD	3	0	151	228	99	68
A2TYLR23CHRULH	0.202		39OWYR0EPL3IVVTSNIF71Z2WJQEFYG	3O71U79SRB1OJZC7KXMTQJ2KKTYSMD	9	0	87	128	58	23
A2U8KQA2PINOJF	0.001		3DI28L7YXBQTZBITGIOS5U6M03H1EB	3BO3NEOQM0TYNK0MII2ADQ1XHE7AIJ	1	0	115	115	115	0
A2UNSF09FWX9S8	0.161		37W3JXSD67KK6HFND7P75NOWET4WYV	3TKXBROM5TM9OD3QCOFN6P4G711IJ7	8	0	119	394	44	116
A2V10Z5K298ZWS	0.515		3OS4RQUCRARMIN0HDQ1NTO4VYGRBFQ	3I6NF2WGIG8NLNIAXYBQK38VANEG5R	3	0	116	158	67	46
A2VRDE2FHCBMF8	0.712		320DUZ38G8YYE6UOC2KM9XNK70MJG4	3XDSWAMB224ZXXL3F43ASNI78R9QC4	1	0	351	351	351	0
A2VXRC1FTW9YSP	0.189		31Z0PCVWULR9ZGFSVTUW5QX060B7TD	382GHPVPHS34VS2MOELWWHD86ME341	65	0	75	278	45	36
A2WCCV1W8UE8ED	0.484		3C6FJU71TR57EDQII7A6NZ3ZTDUUYV	3M67TQBQQH05CJ7JEOWX0X2UYOKA90	43	0	97	343	52	45
A2WJZD372YQK9M	0.999		3IFS6Q0HJJV590J9PKT3MARNIXAISW	37AQKJ12TX0TBUF6IUSVM2TYGK8TT4	1	0	123	123	123	0
A2XOEP8TGLCB2Y	0.001		3DI28L7YXBQTZBITGIOS5U6M03FE1M	3INZSNUD8023AQAVYYNZQYA0JRHD95	1	0	238	238	238	0
A2YBZFSUD5OP7W	0.001		3VBEN272MLBRD9DEZWT01YE73KGSGC	3AXFSPQOYQAPEM10BG923SROR99JFH	1	0	63	63	63	0
A2YE7NBCK14VAQ	0.383		38SKSKU7R29I5NOJ5BW2AODSQ2QIL4	3W9XHF7WGK7U8BPJOLE3LB62X7HKTP	1	0	155	155	155	0
A2YJQUHFIXNOY0	0.281		3B2X28YI3XRQZU76CXYJZIRI5ISB6T	3SD15I2WD26IAF6072EBTFXM2DK63P	4	0	58	76	46	15
A2ZJAEL03VTZ8	0.001		3YZ8UPK3VUYUBAPDMFSHQ8BGQPBCU4	3DFYDSXB2WCEX4YQ6541PSSR1WOJUG	1	0	287	287	287	0
A2ZOZP0FEQ420	0.146		3TAYZSBPLMK1YF570H8BZUK6T1A2S2	3OCZWXS7ZOJ37FWB8P86XVD36405LM	38	0	95	155	53	26
A2ZRF4I5RTKN7G	0.272		3KMS4QQVK32NBQ4BJ3EGSRNLLB9FKP	3TL87MO8CM1V9CP0E1LFJ74GVYEFLF	43	0	347	909	32	310
A307KKHTG31TCM	0.496		354GIDR5ZCIU1WIHCSLD60L81AW00G	3E9ZFLPWOY4AJX8FTSUOXYCVIZGIXV	1	0	157	157	157	0
A314XJY8V1YL12	0.149		37TD41K0AILEWXX9XAXHB7TS5RASCM	3ZLW647WAL7USENZK02832GAM8I325	42	0	108	325	44	75
A31S0SCC0YXY7J	0.739		31T4R4OBOTSSDZDH97Z6GGXWIEG7CZ	3W5PY7V3UPJVEDIVG61QSDY4XKZJYE	2	0	208	226	190	25
A32432Z96ADY84	0.081		304SM51WA4GVMS53JA1M0NNAN6DSBI	3HRWUH63QUETVFZWK2OLANHSBZ05NO	3	0	82	106	64	22
A33G1EEP3ZVBPL	0.001		3N2BF7Y2VR62FAVKZ5FWAPR2QUTMH9	3SX4X51T80L8J6BPGDFFXNXJTN6AOE	2	0	141	153	128	18
A34MRQ1OP87XC6	0.026		3OE22WJIGJ0Y5BZWRXTCAD0XU4FQUQ	3HEM8MA6H9OIRMU7K9PGCNHE7AOPQH	38	0	273	753	42	230
A358YR7MWC6LRH	0.400		3G5F9DBFOQ9L5XPTDXGNXLAFHOMVHI	3TD33TP5DLEO0CMGC8ATR3XKMONABA	5	0	77	105	60	19
A35IEUJLYNMETD	0.316		3LKC68YZ3BF8C3BL7KG93WQU0IYWOB	3UUSLRKAULFZW7M2J1PFC2JUO1TD7T	52	0	138	623	56	90
A36TE52PSYAAD6	0.544		3MD9PLUKKJQUODGEHS03NBK7RB1NZJ	3PGQRAZX02WODG1L30A4KEPRT3CSY3	1	0	170	170	170	0
A36Z98CBRZQ2AA	0.000		320DUZ38G8YYE6UOC2KM9XNK712JGM	3O2Y2UIUCQ6KP67IT19E47R16Y9FKC	3	0	269	620	80	304
A38IMMFKB2JJQK	0.241		3TOK3KHVJUUTMOAKZC8XBGRD7SXO7B	3HRWUH63QUETVFZWK2OLANHSBZ05NO	5	0	144	262	81	69
A39WU6TN1T3PK8	0.139		3BEFOD78W7583Y7PKYVDG0IYLPBM4R	32L724R85LW5AO6O71K73LQSG07IP7	10	0	114	198	54	44
A3BJNFU4T7RU11	0.127		39GHHAVOMG3I2Q14H1IL08QHHWWJ42	3RWSQDNYL9Y99KF4SQIHOUZWY2SFFA	17	0	131	417	39	109
A3CLWSYATO0L5C	0.223		3XUHV3NRVLA473AE76YATNGG40JH5W	3X4Q1O9UBHYQ04DR9A3VNWVTSF07OK	6	0	56	70	45	10
A3CX9UQ91LNQJJ	0.189		33PPUNGG39HF3B86AZHKWVPHS8WZRP	3P7RGTLO6EPPTFQAILNMQ6GA9IWAKU	60	0	950	1165	171	241
A3DSDNBIYC78DK	0.001		3A7Y0R2P2P090SPE1CKQXJNFAR4JXK	3RWO3EJELHLUAIAQZUZ1BM96ZYWP1M	1	0	214	214	214	0
A3E5QW0ZCJHIFW	0.238	The 'reason' in the sixth question is different from what the question asked.;The 'reason' in the first question is unrelated to the question.	3A9AA95ATXYWKK82QJ6F2WI7QQL5PF	3ZXNP4Z39RXIUJAUWIN3VFRZXAV7L3	90	0	71	335	30	51
A3FL8LJ3D7LM6L	0.260		3R6BYFZZP8OTVQ3IIMT5ILVNHKGXFO	3J94SKDEKI1K938JV8AIEI5YXVYD5E	49	0	66	185	39	25
A3GJWXA13GMS9H	0.001		3BXQMRHWK0A7KW14Z4MVT4GSK3CUM1	366FYU4PTG1SJS7MYQP8MP61UXUEKT	1	0	209	209	209	0
A3GLIBRI4MDQ1I	0.192		32Z9ZLUT1MWQFDGWCLU92TG7LVTHO6	3DWNFENNE37FG64BRZDJCOUX2J0J4T	7	0	106	199	69	42
A3GP80966UCWXW	0.055		3GS6S824SR9QUIB965GWO7QPA9WNWS	3PN6H8C9R42HF9K0Q41ZMTLKP9ZADH	7	0	166	202	121	28
A3HMBHM8HJLKRD	0.001		3YJ6NA41JCS4RJNNFLA9361C8R8PJD	311HQEI8RSS2Z8RYBJEC3U2XCJ37ZM	1	0	64	64	64	0
A3I3VC7VCQHOT8	0.000		3YWRV122CTBSZ7Z053CCOMFX0XGU84	38VTL6WC4APN7E3AR4XWR3FZFJ45YE	2	0	122	189	55	95
A3JP7DIFRS0ZBY	0.268		3137ONMDKHHQ3Q8WY19VCHAS2SXEGL	3M67TQBQQH05CJ7JEOWX0X2UYOKA90	72	0	74	236	46	34
A3JZS32RQUWGJM	0.176	some of these reasons don't really the question at all	3CCZ6YKWR8VBSXSV9UAIG6ISLM059H	3LOJFQ4BOXRNRMTM2VEOG7OGULTKD6	120	0	73	411	31	56
A3K8M2HF171NED	0.257		3NOKK93PR2KSJCC5S6J7CEPGPDREEF	35A1YQPVFES1HEO5NMBT5FLBP065I8	26	0	262	1161	22	272
A3KA08ZKNCAAXO	0.285		3G5W44VEU8UTPQ06UNKYACNXMQ8KGS	3XT3KXP24ZAX0IOJS5LYXLZBLVI6IQ	1	0	164	164	164	0
