" "	competence	feedbacks	firstAssignment	firstHIT	hits	nonReasonCouns	timeAvg	timeMax	timeMin	timeStdev
A1T5YMBH35PDBX	0.594		3R3YRB5GRGF6IVSF21WQKDLSOV2AUS	3A3KKYU7P3THQGTG42WUN855PENWM4	31	0	92	230	55	39
A1U0GNE5ELW5V7	0.919		3AAPLD8UCDT6S5L482G8W3MUIB2HTY	3XDJY5RK5SXOUMF53YHXJQ38I7S4UJ	3	0	361	412	327	45
A1UDB1L9AID4AF	0.509		35BLDD71I797WIPNJJMUXSEKBM2VZL	3PR3LXCWSFBH8WFCPYOBK5DSYHMX9Z	1	0	190	190	190	0
A1UOIG5I51ETX3	0.725		3WMINLGALCFAW1BFGABQQ7ZMIXZCAT	3DZKABX2ZIHR25HK13XKYAHFORHVCB	4	0	146	208	110	43
A1UYDYRK47UB9A	0.749		3EICBYG6458LXUEJAGO3J6257HFCJO	3CVBMEMMXBSG8NR45X853NYSF1G7H5	1	0	331	331	331	0
A1V6CP5I0TOSAR	0.386		3GD6L00D3T9RBZA6XGCBI2BV7FJ1MT	3NKW03WTLMJ8BVR8WV3B4HPAZFKWQR	11	0	245	443	104	112
A1WY7U2N5SB87I	0.599		3PJUZCGDJ7SUFFBX7SHLSQSJMOU983	3F6045TU7D0R70XEMIIX42RAREW99T	1	0	407	407	407	0
A1X7IHZN4O2K8V	0.999		3H7Z272LX8JAM9BNI6MMJLE4AP6PLO	3IH9TRB0FBB2TWNMMZ9H2P8UCSUI1B	1	0	126	126	126	0
A1X84CLJ7N1PLZ	0.567		3XLBSAQ9Z5O5LSOR1LJEREYHQ71Z7A	3GL25Y68436WFGY6E7SGPRJCYGTMXN	47	0	209	444	74	72
A1XIR8LWEAYXOI	0.588		337RC3OW06ENRT8J4IVLPD3MWE2LV2	3XQ4XW3OD9OYCV8EAF39BAOMDWAS2U	1	0	325	325	325	0
A1YKFB1EKM08EV	0.698		3G5W44VEU8UTPQ06UNKYACNXKYXGKR	3I7KR83SNAPBOWG5QF9MUB5Q287K9X	1	0	427	427	427	0
A229WNIBZZDIE5	0.714		32N49TQG3HU6VAHF7R6VGZNB23NVAG	3FI30CQHVKVNDAADMVTHBYVYPDR6BP	3	0	390	745	144	315
A22RFB4RXX9NKR	0.762	Seems ok the way it is.;Not this time.	3IO1LGZLKA97XW9Z9LE98G1HVLK86K	3UEDKCTP9V27ADSCBIB2GFEK7IJK7L	2	0	352	378	325	37
A23AATS9XFHHZM	0.660		3DL65MZB8ERDMESRWFDCMQPD29NEC9	3O71U79SRB1OJZC7KXMTQJ2KJ1RMSF	12	0	226	283	163	37
A23CXWIOB7Y3VE	0.587		3F1567XTNXH0LJBTTMYLEHDJFR99Q0	3OB6JN3A9Q1CIKCU58MO09XOXZ8MRR	9	0	358	561	215	113
A23LXQ5ZX2YONR	0.397		3K9FOBBF2IVAJOZA2R9UFW99AC1LNO	3W31J70BAS8DMUN82ZJDW16Y8TAKCE	6	0	119	242	79	63
A24GO5LYDQE2T1	0.334		3WEV0KO0ON4O1P3NX6SSVDBAO2WSDG	3EKZL9T8Y8YMK4M0WEGGJ9Q6GC6CH2	12	0	113	164	86	28
A24IF41IP6LT55	0.877		37Q970SNZFKU9UNBHD8XUBA1Z371S9	32CXT5U14GFPDN27F17A02JDKTNU8F	2	0	229	268	190	55
A250V0QRCNR17F	0.626		3VA45EW49OZFB2VIAWROA6002EVO1Q	3X52SWXE0XH4HUHPRD2GKC0TV0JCW2	2	0	398	429	367	44
A250X9FRFNGML0	0.787		3RXCAC0YIS19UPY5LYNVK7E6Q1R8GV	38F60IALAGTSVLIFKS4L2RRTIH50T8	1	0	353	353	353	0
A2583YP0HGTKAG	0.678		3DZQRBDBSMRQJX1Q4HMGI4PYYRDS3T	3VAOOVPI3Z4H94ZW0CODEK90R2ULLZ	1	0	218	218	218	0
A25E21AL06SCYT	0.225		3RKNTXVS3NA71XY0NV5879NYPJTA4M	3VI0PC2ZAYWKFJJIRN7THV8HTG8XOD	2	0	584	642	525	83
A25T7Z3Z895KHE	0.461		3LOTDFNYA8BE6QYS8HXJG2HG6QNFW4	374UMBUHN51CPDDVW8X5XSTUR61CTC	3	0	205	249	158	46
A25TSW9TVAIOQL	0.661		3S4AW7T80CUOXGP4KMUYGN39KW5L4V	3H1C3QRA01VA0UVY6D8AY6TTOWECEM	36	0	249	505	144	84
A268S6IEUWV3WX	0.366		33PPO7FECWRZ7B0RSUYERB5NG5RDI9	3LOJFQ4BOXRNRMTM2VEOG7OGTTNDK8	2	0	346	351	340	8
A26BD0RJYMCZ65	0.999		3KKG4CDWKJATWEOVVPR8BECEJ1494Z	3M47JKRKCXD4BCC6JJ97KW5XH7668Q	1	0	430	430	430	0
A27FKS2VSPNS1W	0.628		3FK0YFF9P0SQNYKDIMXRCM1ONB9VVY	38XPGNCKHTCO71458OR2FC5RWE14V8	2	0	207	210	203	5
A27LR932J8F67W	0.791		3ITXP059PXV14B3F72E3YB6NTKTJSH	3P7RGTLO6EPPTFQAILNMQ6GA8QPKAC	3	0	335	720	116	335
A28WKEUHQLFVS3	0.690		3R9WASFE20SI0L3XJ4HQF6BYOV4FZE	3LN50BUKPVN70PEUS4HKV1IKWCUPL0	12	0	330	814	182	186
A290EIMDHSG4P4	0.681		3NKQQ8O39ZH4G2VRMBNSAETY9YPUD4	3NSCTNUR2ZZMBW57BYJGOHXSB0V5AD	2	0	354	365	342	16
A29U9FP4L532UK	0.187		3VSOLARPKCL8EI5RVBMP19K8504938	3B6F54KMR2ORNAQIRB3V6REHLQWS1D	2	0	652	720	583	97
A29WOTY3T7RGS3	0.333		33CID5710553FK60K8PF6IB35VSL3Q	30EV7DWJTV7JQI3OWN71J9TZAM8Y6V	2	0	362	453	271	129
A2A4LHPXF2E2GS	0.642		38YMOXR4MVBINX5H7OUFMW43DTQW6S	3GKAWYFRAP5O2DQ2FNJWCOAFN3SPDK	25	0	645	801	512	78
A2A515TVWCDDD0	0.877		3I0BTBYZAYXRYRE2K0WMYSFSCZZY0Q	3OQQD2WO8IIY3Z1193N0QINRAC93IP	1	0	209	209	209	0
A2AVNKU60T23OQ	0.647		3Z9WI9EOZ007PMVHET2GVCZYZ0UKHI	3WRKFXQBOBJZJ2YPYOGQGCJ4JD3YIP	1	0	286	286	286	0
A2BEETGUC05155	0.374		34V1S5K3GTD7B1S9EDKN8CWSFRS69X	3XDSWAMB224ZXXL3F43ASNI77Z2CQY	8	0	112	185	80	35
A2BEU2JUO0O0OT	0.001		308Q0PEVB9PN4LNAGETC5FMXOIQ9IX	3TFJJUELSH1I5EJIDTD9W5K4RTP2CB	1	0	336	336	336	0
A2DBMTN294Y1A8	0.808		3LOTDFNYA8BE6QYS8HXJG2HG6Q0FWH	3R0WOCG21ML1UIYYW9IQMUXEVKKUDL	2	0	265	283	247	25
A2DSCLKU4SAIGU	0.795		3YW4XOSQKRXAO7FF6I3X9CSPK0GU16	3B623HUYJ429YAA3QWCAL11PZW2S8X	2	0	224	234	214	14
A2ELWPBL46UA0E	0.668		34V1S5K3GTD7B1S9EDKN8CWSFSS69Z	3GKAWYFRAP5O2DQ2FNJWCOAFN3SPDK	38	0	248	880	84	164
A2ER0EVZ7E1Z8G	0.722	Very fun!  Thank you so much!;Very fun!  Thank you so much!;Very fun and interesting!  Thank you!;Very fun and interesting!  Thank you!;Very fun and interesting!  Thank you!;Very fun!  Thank you so much!;Very fun!  Thank you so much!	3SITXWYCNWL3I9R2DK79ZV420V7XB5	3XEIP58NL0Z1ETG0FDFMMZKY6B1ZLV	7	0	228	371	128	91
A2F1C9FEVO1D5D	0.490		3RJSC4XJ116TW34I9YRPNVHZHVS50G	3S4TINXCC0ZD2GGHMRFBSYHPADLBOJ	1	0	458	458	458	0
A2FSQBC1OU8WN8	0.384		3OCHAWUVGPW4BCVWJXK2YYNSNPDKX9	3T5ZXGO9DE0C5QWD7INI3LJSGHOZQK	12	0	259	366	194	56
A2FV2TYREMZNGD	0.260		37Z929RLGAKVIEZKJWS70HTWRM0STB	3G4VVJO6PZSWGJWC745JG1557CPPKX	1	0	250	250	250	0
A2G7VKGFJ7FA45	0.999		3FE7TXL1LJZPLZQU8DJ64U559LNQ2D	3NC6WP7WJHWDVSNU842HW67WNG1WWV	1	0	339	339	339	0
A2GHGJP29KRWOQ	0.753	Turkey belongs In NATO   Turkey does not belong TO NATO	3DYGAII7PMKLD6R0ABUI07DYKVAQPV	3RIHDBQ1NEAZTQYR93AUM5VIAQAHMP	43	0	208	467	18	95
A2GK75ZQTX2RDZ	0.562		3I2PTA7R3U6K2FUKXJPA4QRZQNSQKM	3ZXV7Q5FJB0268VU1OSGGOET0XTCF4	5	0	337	418	235	83
A2GVE3CDLC360E	0.891		3KJYX6QCMANHW3KJ1XJ89YQUSPSJVT	3MVY4USGB6Z2NGMGZIO1YQV32S7SI5	2	0	163	176	150	18
A2GZ2SINARYSCO	0.521	most comments did not directly answer the question.	3JNQLM5FT5YEU2AHG8BAN86BZGGL21	3HFWPF5AK9VNXD4XEFHEUKTEJAAS35	8	0	318	652	143	174
A2H74STYH3PLT1	0.405		374TNBHA8C7FMKJ11YQ1DY6AO0LYQ5	3Y3N5A7N4GLLFLOGJ3EI85QL0MNMYT	2	0	184	188	180	6
A2HB464NR4TS1K	0.080		3RXCAC0YIS19UPY5LYNVK7E6PYL8GI	37G6BXQPLQXEUV5HBV95IBIASBFQE5	1	0	459	459	459	0
A2I1VWDMHWXA8P	0.427		3Y9N9SS8LZNKH8I87RRRN53YWMMD3Y	3MXX6RQ9EVHB2H79MCI39KG9AQ04PN	4	0	325	519	234	131
A2ITEQDSRNIK2B	0.004		36NEMU28XGPKC0Q9U41WBS1P3TBMWY	341H3G5YF0QOHXREQKT3OFSA3DR0ZO	1	0	231	231	231	0
A2JJN61TFR0C33	0.509		3KKG4CDWKJATWEOVVPR8BECEJ1D493	3MGHRFQY2L1OC7H9UYRKA8J8XJMY0U	1	0	348	348	348	0
A2JKETV64OU7DY	0.367	Question 2 has one answer blank	3X73LLYYQ2Q8XSGKB6UWN4G2TULHN4	3RTFSSG7T8IXKYBV4QVFNVQGP9XWL2	96	0	130	388	65	50
A2JMZ8NDD6ZGJH	0.534		3QXNC7EIPJ7CXQ6UCO46ZBM12O709R	3UEBBGULPF0YS2CUNFDGAU0Z7X0UFW	7	0	226	354	153	73
A2JUTTLDE5LGHH	0.001		3E47SOBEYR8P2JUDSY3375N5U3UCII	3PKVGQTFIHWCC118OBAZU4KV69MRYM	1	0	449	449	449	0
A2KB0LZKQQO20	0.013		3IUZPWIU1PJPMCQ69SOGWF9LENVKW4	3BC9H1KCYUOHKXIUN5K5H3SCYO1WYU	1	0	217	217	217	0
A2KBZ75HMJ7KVX	0.267		37UQDCYH6Y7OC8JH0OUB68LL1TW7VC	3OYHVNTV5TAEVJKBS4S4R10FX7TKOB	1	0	747	747	747	0
A2KEKP14BNZPER	0.866	It would be helpful if the comments were limited to one speaker, rather than multiple which a couple had, especially with opposing viewpoints.	3D8YOU6S9FW5VTGCCOFE48J6TEN6UE	3UY4PIS8QRXU7XYDJFM97X4BYRON1W	10	0	310	468	162	96
A2KG55NBXU73BF	0.002		3X87C8JFV7NIQY7S2SYCVCI97FYQSS	3RKHNXPHGW898O48OQ4DQ7S4FTHKUO	1	0	69	69	69	0
A2KTHHZ2DR0BC	0.578		3Y54SXRO1MXBXRRO81N7FIBKCJ2UTA	31N9JPQXIPU5B8JRL4PUZKKIFGKHNP	17	0	333	874	95	255
A2N93IVSZXSB73	0.710		3P529IW9KZXYVWMT43QH7R008LRLFT	3WJGKMRWVIL58OHYAIXQSOB8OKEDCV	1	0	262	262	262	0
A2O4QKZW68XFQA	0.004	NA	3I3WADAZ9RGEZKW1BJT0DWDHEWLO5X	3OEWW2KGQJN6HDE10N6HNO5PDYXDOS	1	0	340	340	340	0
A2QESH8UT6H702	0.779		3FE7TXL1LJZPLZQU8DJ64U559M32Q7	3XD2A6FGFN69CFTDVOIOLXW0J2KS9M	3	0	50	81	20	31
A2QKAA5YS0P4CI	0.624		3Y9N9SS8LZNKH8I87RRRN53YWLF3DF	3YLTXLH3DFI5ETV41J2M39PDFVLHPL	9	0	180	256	134	38
A2QVIYEWFBJIBK	0.600		3O7L7BFSHF14ZHEROP9YXTN8FGMEIU	36U4VBVNQOPVVSH3EADARJEIALBRUO	64	0	200	659	81	78
A2RA9XY9EO4QQP	0.749		3OLF68YTNADHZDVP7C1RYDKPE8BFAM	3EN4YVUOUC46E8SLBAFO9ZRVUMYXJU	1	0	208	208	208	0
A2RKBHYST3WDE8	0.555		32XVDSJFP09Y0KS2GKCPNLL0ZMP2M5	3ECKRY5B1Q8ZOS8UUAI9UJS6P77ZIH	7	0	227	334	141	69
A2RQ44UCNTXOM	0.740		3IAEQB9FMFWH86KWHB2TS2EVVGUWD4	3TZ0XG8CBUWRTVE4HQCJ46WZ78E893	1	0	419	419	419	0
A2T1K94BLNDBAH	0.313	sometimes they are partly for something so it is hard to know which option to chose. hope I did ok. i am trying to answer correctly.	3HWRJOOET6ETTVHNT13C1VTVOCFSEN	3J6BHNX0U94WDYKZRPSRCC0A7XOKNW	2	0	174	185	163	16
A2TI8OCMFGC8GR	0.003	well thought out comments	32RIADZISTGB1TKU4VRZS9H4BOAS48	3R0WOCG21ML1UIYYW9IQMUXEVKKUDL	1	0	109	109	109	0
A2TMZXPWEQI347	0.183		3NOKK93PR2KSJCC5S6J7CEPGOOJEES	3FI30CQHVKVNDAADMVTHBYVYPDRB6U	1	0	286	286	286	0
A2TQLSL2S44TGS	0.704		3J2UYBXQQMOPF74WEH1UF1VZDQ206Q	3MYASTQBG7N92PRHF0YLCT0PSZEQDC	13	0	147	322	69	69
A2U31V169A20GY	0.712	"I chose the last option on the fourth comment down because even though the women is supporting the issue, she obviously does not understand the issue. She doesn't know what declawing is, because that is not what she is describing. That is why I chose the ""neither of them"" option. She is supporting the issue, but she is very mistaken on what the issue is.;I had a hard time figuring out what the last comment on here was even referring to. I think the person was trying to make some sort of comparison, but he or she failed miserably at it. I chose the ""neither"" option because I could not figure out what the person was talking about.;Some of these don't really fit the questions well. They are not completely supporting, but they are not against either. It is more of a qualified answer.;The comments on the ""Adulthood, Delayed or Forgotten"" don't really fit into an irresponsible or smart category. I have not read any comments on that subject in the HITs I have done that can be categorized that way on this subject. Everyone has differing opinions on the matter and the options for these comments do not fit well with the subject.;some of these options don't make sense. The Miss America options. The comment is not saying they should be banned, but is also not saying it is good for women."	3R6P78PK7LNSS9QTOWYQB3AT3CHTG5	3RTFSSG7T8IXKYBV4QVFNVQGP9XWL2	287	0	135	627	50	90
A2U71IRWMMCAPW	0.793		30X31N5D642Q3I0BDW1Q5C343XYASR	3NZ1E5QA6ZDRU6AZHCJCJSHYTIG5B8	1	0	300	300	300	0
A2UHBTBXR5K9ZU	0.312		39PAAFCODNCBA6GODRXCB4D3RUUTVQ	3Z8UJEJOCZP5SY8Y59HNDPOORMM396	1	0	446	446	446	0
A2UP0N1BWT9H4F	0.530		33LKR6A5KFWVOU0Q6DDN4G6N1MD1TQ	3VADEH0UHC9U429KCDEL7NWFO62SPH	2	0	141	149	132	12
A2VR9O234UCT9T	0.819		39U1BHVTDM3RYXE5THR6S9LK09FT35	3ZLW647WAL7USENZK02832GALGC32E	1	0	291	291	291	0
A2W1C5PDHUF25O	0.708		3P59JYT76MW2DFIMPHD19ZGSUV6T2L	3DTJ4WT8BDRN8N68YRSI94UEXE0ZE8	127	0	344	757	124	123
A2XKU3XV1ZEFDT	0.876		304SM51WA4GVMS53JA1M0NNALFMSB7	3UQVX1UPFSTYBMO21DKP14I3I4S02G	1	0	339	339	339	0
A2XOEP8TGLCB2Y	0.809		3UN61F00HX1HWXOH3BA47RIMPJC5RU	38F60IALAGTSVLIFKS4L2RRTIH4T00	1	0	268	268	268	0
A2YCX0X9XENLPN	0.586		3D3VGR7TA1REII1DPSMBSUK2CPQR30	3TKSOBLOHLSTJMR8IMAPMEHQ3E2BBF	3	0	584	771	463	164
A2YHHTA5ZM8BYV	0.728		3DOCMVPBTOQ07O2VE4P9SODYG89NN3	3ECKRY5B1Q8ZOS8UUAI9UJS6P77ZIH	1	0	183	183	183	0
A2YLK83DQ6PA5Y	0.658	I really like these hits. The pay is very fair and the subject matter is interesting. Thank you!	3YW4XOSQKRXAO7FF6I3X9CSPK1M1UL	3GKAWYFRAP5O2DQ2FNJWCOAFN3SPDK	95	0	161	860	22	150
A2Z1O9OKSW8MNU	0.627		35GMH2SV3FTEV3PUMKM3HQJURPVOE9	391FPZIE4CYI6Y30I51GDFCCNCDHUH	25	0	244	438	113	69
A2ZCON58EO32X9	0.652		3VBEN272MLBRD9DEZWT01YE71SUGSS	36BTXXLZ2VKWEUNOZ4MSEFGOB8O4RF	1	0	235	235	235	0
A2ZOZP0FEQ420	0.457		3ERMJ6L4DZ45MLP8MWTKJC28A2VM7P	3XEIP58NL0Z1ETG0FDFMMZKY6B1ZLV	8	0	253	434	120	119
A30JJJ2M9K8F5A	0.619		31QNSG6A5S5Q1WN4SVJ1EU1DQVW879	37ZQELHEQ0AR3MK2C157RPSEW2JNM4	2	0	85	107	63	31
A30U962PZRVJYP	0.861		3VW04L3ZLUIAVCU3IGZROSVUJX1XXI	3A9LA2FRWSQAN2XVNAC3XMBGHUUHX9	2	0	262	291	232	42
A30XJL6AR4OBO3	0.716		39GHHAVOMG3I2Q14H1IL08QHG794JL	39WICJI5AT4KYPQB97BMQDQH6PAZ3H	1	0	362	362	362	0
A314XJY8V1YL12	0.801		3CPLWGV3MPBFIMY1DU64ANIEAIT9NO	3SBX2M1TKDZW2T8OMPXS9P6JFMLQ4Z	1	0	224	224	224	0
A31681CCEVDIH3	0.668		3XXU1SWE8N7Q29GZ4UI6V6XL855A0U	3TUOHPJXYH9SKSSKI9Y3YPL3WI7WXO	6	0	316	744	109	233
