" "	competence	feedbacks	firstAssignment	firstHIT	hits	nonReasonCouns	timeAvg	timeMax	timeMin	timeStdev
A19YGTGQBIH242	0.054		326O153BMJANR6Y5WB8N6W7VOTBDEP	3B9J25CZ25PBAD0G78SFNNX8PUTSCN	1	0	114	114	114	0
A1BQTUD3EMGBUQ	0.461		3KRVW3HTZOXR5J90AZRVE3Y4YXMSMV	375VMB7D4JVWLR3Y2STC3R931W3IDL	20	0	223	649	104	123
A1BS52YLDIGUD9	0.168		32SVAV9L3GLMJ1FWNH0PX4VSC3YA37	3SD15I2WD26IAF6072EBTFXM1SK63I	1	0	552	552	552	0
A1BSROPKN9SJNZ	0.000		3X31TUMD7YY75HSLX4BWIPW68TNL18	3ZTE0JGGCE4WCL8N0RB63IN7S5QCOA	1	0	383	383	383	0
A1CF6U3GF7DZEJ	0.174		37UEWGM5HUKI8FNY2O8S4155EPVR1V	382GHPVPHS34VS2MOELWWHD851E43V	6	0	142	225	75	51
A1CVZR8U0KU5N7	0.063		3R2PKQ87NXK2B5645NXHA1SHPZ9IMI	3OID399FXGJCB0181KNR0UWBL4BDFP	2	0	268	282	253	21
A1DA6W1XSX4LTF	0.484		3HL8HNGX46D3UULKF6NR2I9598VF9A	3OPLMF3EU5Z7X42HCP4SRCDPW4ZNLM	5	0	245	367	172	91
A1DBPM1UHEP4MU	0.443		3KAKFY4PGVE1PJYUZ5S2E2JBPABI3P	362E9TQF2H2ZXBDP4IUK9CC0EOJIGV	3	0	480	795	195	301
A1EMWKV39URA7Y	0.253		3OS46CRSLGB5885CHEPJ0ULP71E6VH	3YZ7A3YHR55QBSR1SY579HRYXD7S5F	3	0	244	322	191	69
A1FGKIKJYSL1MI	0.395	"In some cases, like ""should Medicare be reformed"", the author is making a valid argument -- but one that has nothing to do with the ""additional information"".  I.e., author is arguing against an alternative that was not on the table -- not the alternative raised by the additional information.  For this particular case re Medicare, author was arguing against *expanding* it, but the proposed alternative was *privatizing* it, so I marked ""I couldn't find any reasons"""	3GNA64GUZFGHKW9HQWL4218HUE9Q5C	3RSBJ6YZEC23FXSXRT17BO8APIIFOO	61	0	177	535	97	63
A1FHR6ATVJ6KV4	0.052		3634BBTX0P6W5VENJ0T4FB88SZTFI6	3MIVREZQVHAHGVXR7HK8G6VFCFHQK9	2	0	148	158	137	15
A1FO92BDGHC2K1	0.382		3LJ7UR74RIPELGSPWZADTF7YPCA4NR	3PUV2Q8SV4GMYJPSWI1VH45Q66KBD6	1	0	281	281	281	0
A1H5AJ0OEOLB3S	0.568		32UTUBMZ7H8BEKM7D56RBA7HL64VBE	3SBNLSTU6UHIGHS82WHY3MCTX96DZE	1	0	153	153	153	0
A1HN2V46HTHYT5	0.239		3K5TEWLKGWNL1S0DJFY8XXBUGSDVI4	3RKHNXPHGW898O48OQ4DQ7S4F0NKU8	2	0	179	211	147	45
A1I4CYG5YDFTYM	0.650		336YQZE83WQQZHBPY3ENLSOCKHE5ME	30U1YOGZGA8LF56U74NQ7TFQAU5DS8	40	0	137	241	61	41
A1J0GU26323WVA	0.372		3S0TNUHWKUU6I5OEJ8MNEMB9DPJ8DP	3FO95NVK5CCFGFPZP5IACIWUPVWRSS	37	0	132	304	72	65
A1J7W6CJEL4ADV	0.465		3OF2M9AATH0TG7VBKF8NVJ33W7IKZE	3MVY4USGB6Z2NGMGZIO1YQV32ZDSIP	1	0	114	114	114	0
A1JPQQEI7GI3VE	0.031		3RU7GD8VPP5XQM6D2FJNV7SZ37ESPI	3X7837UUADATVT8PAN6Y9MEBXP66JU	2	0	248	325	171	109
A1KUAL8PN2X8PK	0.210		382M9COHEIR9889RI6YCGWBJAU7EU3	306996CF6WWS6O9GGPH0G24HH9H1B6	1	0	188	188	188	0
A1LU6UZRPYQYNN	0.395		35GMH2SV3FTEV3PUMKM3HQJUSB8EOL	37VUR2VJ6A1BGT1MUPDVRMAZZUH1CD	6	0	180	267	102	66
A1LZBI2I4RJ6HQ	0.462		339ANSOTR6E7LH61KBK1VO0D0UGKIH	3D1TUISJWICI2TEKONJ1DRDRNWYUI7	13	0	155	209	103	36
A1LZPWVZRTUZD0	0.641		3JC6VJ2SACVPXG2010OIC1TCQW1A53	3MYASTQBG7N92PRHF0YLCT0PS6KQDW	2	0	363	414	312	72
A1MDT1W0O9A4H1	0.071		3R8YZBNQ9IUW70N0EP010LMDLKRQ7E	32XN26MTXZV4C8AABJ2UG0HCOBOL09	2	0	396	673	119	392
A1ODVXVCDHOVF1	0.307		3KB8R4ZV1FJSWNWCOA75B947YQ8BGV	302OLP89DZJ7AHEMQ86O2N323OMAC9	100	0	127	870	47	116
A1OYYWJ2B7OQTD	0.242		3TUI152ZZCZIWE8YP9JSZBV0I1N1QU	3FJ2RVH25ZIG7GCF193IUFJWLFS92L	1	0	92	92	92	0
A1PDF06BANPVC5	0.211		3QY5DC2MXSW1EM9NDHIIYEWJMY3UFO	3D5G8J4N5AG8OMJVNPSANKHJCKNTVC	1	0	361	361	361	0
A1PIWJSP8Q5UW7	0.374		3DH6GAKTYZ1O0CKSOU9E4RIEUPKZYN	31ODACBENURF4EAZCQTA7SMPT9USQS	76	0	274	878	118	128
A1Q87437NIG1AA	0.129	"Second did not have any solid stand point and ""Generations"" is spelled wrong."	3NOKK93PR2KSJCC5S6J7CEPGO77EEI	3S829FDFT2DTBMST1ETD61WIP98DXH	1	0	443	443	443	0
A1QVFB9FHEP6LR	0.189		3U8YCDAGXQSIPPNGTQFSL6CQD74Q0Z	3W3RSPVVGS3KSUMQ9QGE575J40SULL	3	0	175	269	107	84
A1ROIAJKGYSCRL	0.387		3U84XHCDIDP82568ZNL7O2E7ZNLZ40	3DFYDSXB2WCEX4YQ6541PSSR0BNUJJ	73	0	130	558	42	81
A1RPQXFV02P72A	0.055		33IZTU6J82D2ZV84O6T4PKE2511SXA	3H4IKZHALBUXL452O2K744HE1ZZNNO	2	0	300	369	230	98
A1S7LZJHFQSMU8	0.357		3PJUZCGDJ7SUFFBX7SHLSQSJM6O89W	31SIZS5W59R33ZAMX1T5HIHT77BRQ3	16	0	185	319	57	59
A1THATCPI81YXI	0.511		39LOEL67OTH80DMHQJGB1DPXMHN38P	3LXX8KJXPWLUEN1KO71F1SMZMKNO95	14	0	129	255	69	55
A1U146C79XQL9M	0.000		3K772S5NP9N43M37I7RDXHMTGOWHE0	301KG0KX9CX9MMUYZLRA7WHK4S0H2J	1	0	154	154	154	0
A1U53XIAYDW8C5	0.555	Very interesting points of view offered here.	3CN4LGXD5Y08XFW331JOAV55TRCY4Z	3YCT0L9OMMLU1HX7WY1T3YRKOY7NS0	1	0	268	268	268	0
A1V9K9L46WR7JD	0.475	Interesting subjects, thank you!	3WMINLGALCFAW1BFGABQQ7ZMID3CAT	3EKZL9T8Y8YMK4M0WEGGJ9Q6GJCCHM	32	0	361	821	151	145
A1VGZ2K3HF66TE	0.566		3TMFV4NEP9Q5RBO503RD6A0UK7L8WY	391FPZIE4CYI6Y30I51GDFCCNJJUHE	15	0	277	613	108	149
A1VT4HJ87R2IRL	0.396	Harder than I thought	3JV9LGBJWUQCFHLLSFCRHT465QFGOU	3GV1I4SEO91ZQJWPD8IBP1R31EB6LW	1	0	344	344	344	0
A1W0A3TSRQ89MN	0.687		3ZSANO2JCGJLZ9HJOCNIJDEV1ZRSFB	3WGCNLZJKFKLLL70UL86BSSHKUT1DD	1	0	261	261	261	0
A1W3ICRQ4GO9IT	0.207		3LEIZ60CDKB9ZBCKGIHY5APNLE59ZA	3PGQRAZX02WODG1L30A4KEPRSIBSYV	1	0	363	363	363	0
A1X0H6VAK3AQE9	0.287		3F6HPJW4JECU5WMGKMICWJNRY5O2WG	3JU8CV4BRLOF6AHR5WXCNIMERO5PO1	1	0	152	152	152	0
A1XIR8LWEAYXOI	0.143		3X73LLYYQ2Q8XSGKB6UWN4G2UEUHNI	3AXFSPQOYQAPEM10BG923SROQO8FJ5	16	0	157	240	97	44
A1Y1TLWQU7WDDA	0.035		354P56DE9LF8KG2D6TP6VL1E389S72	362E9TQF2H2ZXBDP4IUK9CC0EOJGIT	1	0	291	291	291	0
A2041GVNQAD4L5	0.294	"Should the ""Debate question"" and the ""author's stance"" be different?;Should ""taughened"" be ""toughened""?"	32SVAV9L3GLMJ1FWNH0PX4VSC283A8	302OLP89DZJ7AHEMQ86O2N323OMAC9	15	0	176	328	97	71
A21JFQP5MAYQO2	0.083		3NJM2BJS4XIHJ5HH5TTNG2OHH1PPCC	3QE4DGPGBRN5P4EAJTSGFB2H96IG4E	2	0	120	174	65	77
A21PGNPA07KSDW	0.514		30LSNF239V7C412BV5EXVSEJJVX2II	3D1TUISJWICI2TEKONJ1DRDRNWYUI7	5	0	228	270	174	40
A229WNIBZZDIE5	0.000	"There are no ""selected reasons"""	3RUIQRXJBC0KVOWPQETF245K6Y9LLT	3K8CQCU3KEDN8YEGG3BU0NU5UB3NWF	1	0	468	468	468	0
A22IIMLQ7K4B3M	0.236		352YTHGROWPMBK6ET1F0OVA23VAH4U	35XW21VSVGQ4DHUMKLLEQ6NVJ37LSW	1	0	152	152	152	0
A22VEDYM8FE4Y1	0.175		3OS46CRSLGB5885CHEPJ0ULP727V61	3M0556243SWLXCSLQE1UWZ85Z8DFN9	19	0	146	270	73	57
A23AATS9XFHHZM	0.607		3FQ5JJ512M0ZZIHSHRXT0WWUMTYNKO	3IKDQS3DQECMGZXK2WY1JLRLGWRCIF	5	0	281	425	185	88
A23IKGKTRS2O9X	0.332		3K2755HG5TFFXKY1RMSTOESV0T0DFF	3MA5N0ATTCNM0STDJQJE8VD10GYKW7	10	0	393	895	131	258
A23LXQ5ZX2YONR	0.356		3PEIJLRY6U5V6CPD8B35M9HNBGMXWN	3TL87MO8CM1V9CP0E1LFJ74GUDDLFD	11	0	113	183	76	31
A23Y6SGE73H4IW	0.190		3QUO65DNQV0VKZMGCK18L85XEU8OU8	372AGES0I4HNCWBYJFOXBQDM4AYXR6	1	0	224	224	224	0
A247LJDZOGXJK6	0.434		3OVR4I9USQVZOD5HCR2UX923UIVQ4O	3AA88CN98PFQPXODYR12TSYHBOYKY6	177	0	144	597	53	92
A24GXI3J2NCGG6	0.219		39GXDJN2OUQSCMO0ATMHK8HGDY78VC	3IHWR4LC7DPK4W77LKIWHZV2Q56I8F	18	0	91	174	48	30
A250V0QRCNR17F	0.588		3K5TEWLKGWNL1S0DJFY8XXBUGVXVIU	3KL228NDMVYQ363D4LFWMSRD6S8GK4	10	0	329	526	202	101
A2583YP0HGTKAG	0.479		3PQMUDRV7SIGFMGDK8ZPI8L08QJIIW	3PKVGQTFIHWCC118OBAZU4KV6GSRY6	1	0	564	564	564	0
A25QYDN0FFJXPG	0.390	The first question gives the argument as 'because...' This isn't clear on what side was being supported.  I assumed it was that that AI will not supersede humans because this was the main argument of the passage given.	3CN4LGXD5Y08XFW331JOAV55TR6Y4T	3S1L4CQSFXHEDTYWHAWPATO501EAFK	12	0	169	259	77	63
A2A4LHPXF2E2GS	0.457		3U8YCDAGXQSIPPNGTQFSL6CQD840QB	3BJKPTD2QCOGVF2EE5N0MNSGREARTH	114	0	534	839	286	117
A2ACV7VIO7YSUP	0.511		3FTYUGLFSVXNVN5CLAFK221IB1SD56	3ZQX1VYFTDHU0IIAJFV11WRO2E5O8G	1	0	612	612	612	0
A2ANLYFY8COULI	0.507		3WR9XG3T64NPIV02GSTOXIL8PSE47F	3FO95NVK5CCFGFPZP5IACIWUPVWRSS	45	0	229	463	71	82
A2ATKF0H50QP2Y	0.319	"The last hit would not let me click on anything. I was going to select "" The pain, suffering, blood and deaths that I have seen and endured since 1959 in Cuba, as a result of this unjustifiable. artificial divide, demands better from all of us."""	3NS0A6KXC5KOELZSUON8XRBAPT0GZC	3DFYDSXB2WCEX4YQ6541PSSR0BNUJJ	14	0	178	476	105	96
A2AZABRZECH2O2	0.231		3X1FV8S5JY3751UITRY5CLYE1IUGVC	307L9TDWJY4QH0CS6J0SVQJ8WI93NP	1	0	310	310	310	0
A2B1YSMEHN1G2K	0.532		3483FV8BEFVWBH7AT458YPOEA7P26H	3AQN9REUTFSIBRI36AFFPF3RRF2DYN	8	0	194	370	123	77
A2DBM0CLT3V1JJ	0.278		38JBBYETQPMARAFC307U3SDPBJ84EZ	3RQVKZ7ZRKVCTXOMMC5YGJSQQP4727	1	0	162	162	162	0
A2DHLFPCDUTK2O	0.360		3FTYUGLFSVXNVN5CLAFK221IBZ5D5F	3MG8450X2OMAJF1O1I9LMOE39ATPUE	2	0	217	269	165	74
A2DLBOJQU52KX0	0.324	Good HIT	3CPLWGV3MPBFIMY1DU64ANIEB1FN9R	31N9JPQXIPU5B8JRL4PUZKKIFNQNHF	7	0	111	163	44	38
A2DSCLKU4SAIGU	0.154		3P4RDNWND6ICAX0J2QKPU900L71JI6	3CKVGCS3PGHRGL50VSZVSMV7G5WS0U	2	0	161	191	131	42
A2E4CFQG5Y3PG8	0.195		3HYA4D452SVSUA0LUX8CSV1R36HF2M	3YGE63DIN89KN2M9FX9WPBYSMIT0WI	7	0	136	211	97	38
A2EYPSP4BXAZZ2	0.368		37M28K1J0RPX4FHLQ2SCDBCH8YVJAZ	302OLP89DZJ7AHEMQ86O2N323OMAC9	44	0	86	185	49	30
A2FSQBC1OU8WN8	0.326		3OLF68YTNADHZDVP7C1RYDKPFQKFAW	324N5FAHSXN9L3T8TGEIMTUNT7WKVX	50	0	193	619	129	71
A2G30CUMM6UXG5	0.480		3IHR8NYAM8DEO142CEN5X4CTPMI4PK	3RKHNXPHGW898O48OQ4DQ7S4F0NUKI	1	0	78	78	78	0
A2G7Z7U9B5DTQY	0.120		3KOPY89HM9EXKUI0HND2Q3YB2NL3J3	3UYRNV2KITBCIXIYI0VOM7RJC40N80	2	0	120	145	95	35
A2GK75ZQTX2RDZ	0.351		3180JW2OT5O0Y954V61V50WVGMEJ5H	3BO3NEOQM0TYNK0MII2ADQ1XGT6IAJ	116	0	295	790	111	127
A2GU0ORUD7FKHN	0.340		3JZQSN0I3RMI948STCT1UZVSDLRFG2	3VJ4PFXFJ3J3WBVMCZROWTP8AOTAUJ	1	0	255	255	255	0
A2H74STYH3PLT1	0.232		39PAAFCODNCBA6GODRXCB4D3RCTVTR	3SU800BH864VJR231VOAMT4DE6FQU6	1	0	202	202	202	0
A2HR7ZIX42FEPG	0.440		3OLQQLKKNT10USYX67UY9U28TG6JED	3A3KKYU7P3THQGTG42WUN855PLTWMO	17	0	69	105	55	13
A2HT7R40DYAMVM	0.204		3GA6AFUKOP01TONATNAHEQIWPX0H3Z	3LXX8KJXPWLUEN1KO71F1SMZMKNO95	1	0	464	464	464	0
A2I5GJ7APIHHOR	0.451		3QY7M81QH8YAWXP51KG44ZA4MF57KB	3CMIQF80GN2AHGC25DQ76NQXBKXQ64	2	0	166	178	153	18
A2I84FKOQ8Q2IK	0.478		3M68NM076IJDF1OV8UK9ZXWMMYKR6Y	308KJXFUJRIOWYGXCU1ERX36RAMATS	1	0	380	380	380	0
A2ICDK8IV2RNWF	0.709		3J2UYBXQQMOPF74WEH1UF1VZD6Z60P	3IKDQS3DQECMGZXK2WY1JLRLGWRICL	4	0	367	559	183	164
A2IWPQ0RYKVQQX	0.244	"Medical websites are ""healthful or helpful""?"	3LOZAJ85YEP9UWR6UREYY21Y7A1X2H	3UQ1LLR26AK0DL8S3LZN56TPXX0ALP	17	0	176	331	19	93
A2J667VVX7442M	0.453		3PJUZCGDJ7SUFFBX7SHLSQSJM9Q894	3WGCNLZJKFKLLL70UL86BSSHKUT1DD	2	0	341	355	327	20
A2JLHPINQIBZBB	0.525		3TPZPLC3M1OT65LYC0IMNZKNBOBP3D	3T8DUCXY0NIARF6SKONEV2SMLS4T9W	3	0	120	133	111	12
A2KEKP14BNZPER	0.557	Having the ability to leave a little feedback per item might be helpful. Also, being able to choose to select with more granularity could be helpful.;In the second debate topic's response, unless I am mistaken, it looks like the argument is for restrictions even though the stance is against them.	3P1L2B7AD21S19ZM3697UL9E14MOLN	3XT3KXP24ZAX0IOJS5LYXLZBKAGI6T	32	0	231	545	113	87
A2LH24MZKYTF1G	0.455		3JPSL1DZ5TBTN58650K46ITYHHEAN6	324N5FAHSXN9L3T8TGEIMTUNT7WKVX	3	0	103	129	80	25
A2MTAV94CQ2NWA	0.295		37WLF8U1WQ2RSXB0IABCYLA8R3LK6N	363A7XIFV4Y39QKMHP1TSFRROV2VAT	2	0	194	218	169	35
A2MZQAX0V51S7Z	0.444		39K0FND3AIRN5NN6TZ54T34YCRUAMW	3WGCNLZJKFKLLL70UL86BSSHKUSD1O	2	0	195	213	177	25
A2NEP51CWP5VQT	0.482	Some of the argument texts aren't properly punctuated, and so the selection will auto-select beyond the point that's being made by the sentence.	351SEKWQS1TL3UQID9W6J4C4XXBDMR	3O2Y2UIUCQ6KP67IT19E47R15D8FK4	39	0	200	414	67	75
A2OJ5AIYAJXWZ9	0.541		3UXUOQ9OKF94KKGJPT3FAL78H6Z7AQ	37SDSEDIN9E94QB9DDXQP0EG93W187	6	0	209	299	69	89
A2OU85M2M7QXC0	0.196		358010RM5F5IRNP8I1Y907Y947ZXVS	3PR3LXCWSFBH8WFCPYOBK5DSYOSX9J	5	0	207	247	138	45
A2OWVYIPSQB0QP	0.392		3YJ6NA41JCS4RJNNFLA9361C7MWPJQ	37OPIVELUUFYRPP2C0KPDE0IGGRAHI	63	0	207	817	79	174
A2P7LS0DT6QM6X	0.311		3E4GGUZ1T933AWSZV8Z988TWB032KC	3U18MJKL1UYEU08BZCBTOTN22VLCNV	2	0	372	508	235	193
A2PHSNC6X2WM03	0.251		3R8YZBNQ9IUW70N0EP010LMDLOKQ7F	3N5YJ55YXGFQ1LBDFYF2IYXE2S0NA4	72	0	113	885	30	129
A2QNWWUS8VICC2	0.000	Nothing	38SKSKU7R29I5NOJ5BW2AODSPU7LI7	3RKHNXPHGW898O48OQ4DQ7S4F0NKU8	56	0	11	40	6	6
A2QPB42Q1XO8GZ	0.338		3ZAK8W07I5QAHIUXAZZXV79FGU00U8	338431Z1FLR0INX6IO11SDMTS6TROV	4	0	260	375	172	93
A2TAWKZESZAC37	0.258		3EFE17QCRDH5D58PJ2BIMYQ8HDISHL	3HYV4299H088OR5LP1S5WKXAYC08EX	4	0	234	288	160	54
A2TNWDXKGE5Z3W	0.328		3KYQYYSHYWJ93XBUQPBJB819SYPDO7	3BVS8WK9Q0736U5EOW2681L3YBSBI8	1	0	72	72	72	0
A2TZH1PO9PXJRY	0.302		3GLB5JMZFY7LBKUW26YB6ZS71BRDGB	385MDVINFCRRP8NV15J27GDOLRYWJK	2	0	108	160	56	74
A2U31V169A20GY	0.490	"The last comment argued against the author's stated stance.. It also appears that the commenter has no idea what he is speaking of, but the reason I chose ""couldn't find any reasons"" is because all the reasons argue against the stance, not for it.;The last comment on here had the stance ""Greece's anti-austerity government can succeed"" but every single reason in the comment was supportive of the opposite stance."	3QAVNHZ3ENG3Z55LTN4PTQP9CO5LAA	3OKP4QVBP29KRTURSU27SEOH1GEAGJ	69	0	226	785	75	128
A2U8G8E8BBU344	0.365		3G5F9DBFOQ9L5XPTDXGNXLAFGI5VHO	3UUIU9GZC5HRQS4GHYAXJMNKZWLT55	4	0	186	321	103	94
A2UGM73EHLK6XI	0.512		3PS7W85Z80EDDZ3LAQSGJMO60KD9TS	3FSEU3P2NRC3F0PMAGI5M8RY3TDRR4	28	0	248	362	156	55
A2UR71SQJ5G3F6	0.057		3C6FJU71TR57EDQII7A6NZ3ZS5NUY7	32FESTC2NH2RPQSKWDNF2OFWARECUN	1	0	70	70	70	0
A2V8WJXA0USMZ	0.749		3SNVL38CI54G8EK1S1OFKL2INU9KC2	3CZH926SICQ75QIJDY2SF8H5WQ44EM	1	0	279	279	279	0
A2W1C5PDHUF25O	0.415		3OUYGIZWR8AXPDM1TD03L1MG8A50P3	3JU8CV4BRLOF6AHR5WXCNIMERO5PO1	35	0	335	766	120	142
A2W2NBZT4J6NXC	0.240		3PM8NZGV8ZSQMFTRW24ZUKZ1NFVXQ9	3DIIW4IV8P7JLVK59HSJ0NFXOJAI48	33	0	198	771	60	115
A2WCCV1W8UE8ED	0.367	"On the NATO one no reference was made directly to NATO but I decided to go with a reason.;I am assuming ""cabal"", not ""caba"" is the right word in my selected Supreme Court passage.;The ""should college teach French"" question some responders took literally rather than answer should college teach humanities, which made it a little difficult to evaluate their responses."	3QAVNHZ3ENG3Z55LTN4PTQP9CMSALI	3PN6H8C9R42HF9K0Q41ZMTLKOOYAD9	188	0	241	766	90	99
A2XNO2KWLLGW6Z	0.334		3IFS6Q0HJJV590J9PKT3MARNHS2ISD	3AJA9FLWSCATJBHUTYO2RRCOD9JFIT	4	0	210	278	126	65
A2YATPGNVEN36Q	0.000		3570Y55XZQVO9VPNY2LPJK28JXAYGD	3OZ4VAIBEXREAJNQBVE6LEUAEIWVJ9	2	0	95	121	69	37
A2ZAEKSPC0MGK3	0.375		3ATPCQ38J9MNZ4CKC2TFNYR5L2UYAY	3L21G7IH478OJW2RQHVKOD2I2IYY1H	1	0	371	371	371	0
A2ZO1J0FIPA51C	0.336	"grammar in the second debate question - ""Police are"" rather than ""is"" would be correct.;Argument text on third question is extremely poorly written, making it very difficult to parse an argument.;second question uses ""it"" as a singular gender neutral pronoun, which is quite offensive in a native english context. ""they"" is preferred."	3WMOAN2SRC9DFTB4GVB0257B2SZVNE	324N5FAHSXN9L3T8TGEIMTUNT7WKVX	18	0	98	365	39	71
A2ZOZP0FEQ420	0.211		3B4YI393VA8U3EM5UWNHQCXAQPVSS4	3DIIW4IV8P7JLVK59HSJ0NFXOJAI48	135	0	104	266	31	45
A2ZRF4I5RTKN7G	0.334		3VBEN272MLBRD9DEZWT01YE72DOGST	31SIZS5W59R33ZAMX1T5HIHT77BRQ3	102	0	151	774	55	126
A30R4A7I6TVGQS	0.502		35GMH2SV3FTEV3PUMKM3HQJUS71EO6	35A1YQPVFES1HEO5NMBT5FLBOF5I5D	32	0	93	129	62	19
A314XJY8V1YL12	0.384		3MH9DQ757XO7SM5IO1O0GZWVN8EGUA	3NQUW096N6KM82YNBFLN9BI5RFIL9L	24	0	216	514	89	97
A31681CCEVDIH3	0.001		3VZLGYJEYMMZ07UIJYNCLDB5SI0XZN	3K2CEDRACBDPYZPM9XRJ0OY6LRBTMV	1	0	319	319	319	0
A32JDVCVBNX67D	0.325		3CFVK00FWMX2C3TI3ANDDLNNG3HL6I	3VAOOVPI3Z4H94ZW0CODEK90R9ZLLI	1	0	107	107	107	0
A345EPTA0P1Z5J	0.262	"I couldn't un-click the paragraph about extreme parenting the answers.  It should be "" The object is to let the child lean how to be happy by experiencing and then discussing.  If the achievement of any kind makes the heart glow, that is where the child will go"""	3DZQRBDBSMRQJX1Q4HMGI4PYY6R3SC	3QX22DUVOOT4BRTBESRY16MRICRVMD	1	0	465	465	465	0
