Big banks are out of control	10944255_28	The government seems to have no control over the banks, and it is no different than the S&L crisis that resulted in hundreds being prosecuted and jailed.
Big banks are out of control	10944255_438	The government is regulated by banks and corporations instead of governments actually regulating banks.
Big banks are out of control	10944255_618	Even in this bad economy they threaten jobs and foretell recession if not given their way.
Big banks are out of control	10944418_0	Settlements and lack of prosecution prove that bankers are the one class of humans who are not held accountable for their actions.
Big banks are out of control	10944652_0	If allowed to banks would be into the highest leverage regardless of risk.
Big banks are out of control	10944652_774	There is a large rise of debt feeding big banks.
Big banks are out of control	10945584_337	JPM didn't control it's traders or know what they were doing.
Big banks are out of control	10945584_476	More regulations need to be passed to regulate these big banks and punish them for wrongdoing.
Big banks are out of control	10945708_193	Big banks are often not in compliance with regulations.
Big banks are out of control	10948075_201	Why does a nation of 300 plus million people watch in silence? Not a single person is indicted,  let alone sent to jail, an economic crime of the century that devastated millions of people , and continues to do so.
Big banks are out of control	10948971_0	Big Banks are not held accountable for the problems that they have caused so cannot be controlled.
Big banks are out of control	10948971_274	Our economy is still suffering from big banks.
Big banks are out of control	10948971_422	Big banks are still operating same as ever with their new mortgage schemes.
Big banks are out of control	10948971_587	Big banks will only look out for themselves and then drain the government when they fail.
Big banks are out of control	10951533_174	Banks pay large fees instead of complying with rules.
Big banks are out of control	10951533_475	They operate in such a large economy that it makes it almost impossible for smaller banks to succeed.
Big banks are out of control	10951533_599	Smaller banks are more likely to be rigorous in compliance with regulations, as they are beholden to their community.
Brazil should not postpone Olympics	18540583_26	Some athletes have spent huge amounts of time preparing for this event, it would be a shame for all of that work to go to waste.
Brazil should not postpone Olympics	18546160_70	Brazil's problems won't go away if they postpone the Olympics.
Brazil should not postpone Olympics	18546949_88	Postponing the Brazilian Olympics would  politicize something that should not be political.
Brazil should not postpone Olympics	18554051_312	Political issues have been going on throughout time and are not, and do not only happen in Brazil.
Brazil should not postpone Olympics	18554051_43	It unites the countries of Earth by allowing us to compete against each other.
Brazil should not postpone Olympics	18554051_822	The Olympics are a dream for many athletes since they train extremely hard.
Brazil should postpone Olympics	18540371_217	The risk of Zika outbreak is not worth holding the Olympics.
Brazil should postpone Olympics	18540371_83	The safety and health of the participants are at risk.
Brazil should postpone Olympics	18541016_156	Attending the Olympics will risk the health of participants and fans as well as their families and entire countries.
Brazil should postpone Olympics	18541016_88	The swimmers shouldn't have to swim in toxic water.
Brazil should postpone Olympics	18551463_21	Rio should postpone the Olympics until the Zika problems is sorted out.
Brazil should postpone Olympics	18553740_193	There is an epidemic in Brazil.
Brazil should postpone Olympics	18553740_340	From a health standpoint, it is too risky to go to the Olympics.
Businesses should be allowed to have new employees sign noncompete deals	12004909_78	If it is a time restricted noncompete with provisions for compensation for emplyment restrictions.
Businesses should not be allowed to have new employees sign noncompete deals	12002102_0	It is unsupportable for companies to suppress employees' future career options.
Businesses should not be allowed to have new employees sign noncompete deals	12002303_289	They are not in place to protect traditional business practice but more to enslave workers.
Businesses should not be allowed to have new employees sign noncompete deals	12004552_11	Businesses shouldn't be able to stop employees from getting better deal when the businesses themselves try to get what's best for their business.
Businesses should not be allowed to have new employees sign noncompete deals	12005395_0	Both "integral legal mechanisms for small businesses", "protect their intellectual property and confidential information" are irritating.
Businesses should not be allowed to have new employees sign noncompete deals	12005395_309	Most small businesses have little confidential information and most employees are not looking to sell secrets.
Businesses should not be allowed to have new employees sign noncompete deals	12005395_653	This policy is short sighted and could harm employees.
Businesses should not be allowed to have new employees sign noncompete deals	12005807_119	This simply is a loophole around the free market for labor.
Businesses should not be allowed to have new employees sign noncompete deals	12005807_435	Competition improves companies, and non-compete clauses are unfair.
Businesses should not be allowed to have new employees sign noncompete deals	12010736_0	These agreements put this country behind Czarist Russia in regards to our work force.
California doesn't need high-speed rail	5374180_0	Additional travel time makes a high speed rail impractical.
California doesn't need high-speed rail	5377578_77	I don't think there will be enough passengers to make a high-speed rail economic.
California needs high-speed rail	5371635_532	More people will use high speed rail to get to LAX.
California needs high-speed rail	5373584_295	High speed rail in California would be a boost to a busy rail corridor and show the rest of the US how to implement their own.
California needs high-speed rail	5374084_199	Others enjoy the fast and clean benefits.
California needs high-speed rail	5374692_135	A high-speed rail would make travel more economical, comfortable, and safe.
California needs high-speed rail	5378052_0	Not having an intercity passenger rail system could be more costly than constructing one.
California needs high-speed rail	5378052_185	The rail is much safer.
California needs high-speed rail	5378257_203	An Airbus 380 or Boeing 787 cannot be economically operated between San Francisco and LA, at prices and costs competitive.
California needs high-speed rail	5382541_184	A rail provides connections and efficiency.
California needs high-speed rail	5382541_98	The vast trains in Europe, Japan and China are comfortable.
California needs high-speed rail	5395087_0	High speed rail would be helpful to the environment and citizens as long as it is built above ground.
Casinos are too much of a gamble	10224008_503	Casinos cost society more than the money they generate.
Casinos are too much of a gamble	10224008_601	If casinos are not a destination resort then they are have a negative impact on locals who cannot afford to be gambling.
Casinos are too much of a gamble	10224008_80	Gambling is more dangerous to families than marijuana.
Casinos are too much of a gamble	10224008_850	Casinos now exploit the poor more than focusing on the tourists, and it hurts watching them lose.
Casinos are too much of a gamble	10224439_333	Casinos will cause more debt from people losing their life savings there.
Casinos are too much of a gamble	10224439_487	There is much misery associated with casinos.
Casinos are too much of a gamble	10224439_92	Casino's take advantage of people and create nothing of substance.
Casinos are too much of a gamble	10225342_88	Casinos are a move backwards, not forwards.
Casinos are too much of a gamble	10226499_137	The areas around the casinos do not benefit.
Casinos are too much of a gamble	10226758_0	Gambling exploits greed and human weakness.
Casinos are too much of a gamble	10226758_227	Better that we tax ourselves fairly to promote industry, rebuild our infrastructure, educate our population, and provide universal healthcare, than to support these entirely regressive enterprises.
Casinos are too much of a gamble	10226758_89	People who don't understand the odds are exploited with false hope of riches while communities are stripped of economic resources.
Casinos are too much of a gamble	10228010_115	The root of gambling's appeal is greed.
Casinos are too much of a gamble	10228010_160	[They] are short term fix that quickly fades.
Casinos are too much of a gamble	10228010_216	Allocating resources to education is more useful than funding casinos
Casinos are too much of a gamble	10228010_74	Casinos bring uncalculated social costs.
Charter schools are cherry-picking students	13556994_112	Extra suspensions in charter schools are a failure of their business model and should be liable for results and restitution.
Charter schools are cherry-picking students	13557962_5	Faux Lotteries are just a form of cherry picking.
Charter schools are cherry-picking students	13557962_77	By using a computer algorithm, schools such as Success can select the least problematic kids, leaving students with special needs or challenges left behind.
Charter schools are cherry-picking students	13559400_296	It's not right to admire schools that kick kids out of school for poor behavior.
Charter schools are cherry-picking students	13562397_38	Charter schools discriminate against the poor and minorities.
Charter schools are cherry-picking students	13563613_293	Charter schools getting rid of problem students creates more problems.
Christians have created a harmful atmosphere for gays	18862412_71	Christians create problems and people make the excuse they don't represent the majority.
Christians have created a harmful atmosphere for gays	18862694_80	Christianity's teachings in regards to homosexuality are incompatible with the general teachign that all human beings are made in God's image.
Christians have created a harmful atmosphere for gays	18862765_62	Christians, along with Muslims, are by far the most outspoken against gays.
Christians have created a harmful atmosphere for gays	18863283_151	A difficult atmosphere for gays has been created by the Christian right and their introduction of 200 bills in the past six months harmful to gays.
Christians have created a harmful atmosphere for gays	18863570_337	We should close churches that are spewing hate on a tax free basis, just as we close mosques that preach love of ISIS.
Christians have created a harmful atmosphere for gays	18863796_398	Well known leaders of the Christian community have been very outspoke and vile about members of the LGBT community.
Christians have created a harmful atmosphere for gays	18864139_144	If you look to a "holy" book written long, long ago and betraying its human origins on every page. Inevitably be in constant conflict with social progress, and reality.
Christians have created a harmful atmosphere for gays	18864139_452	There is no opposition to homosexuality outside of religious reasons.
Christians have created a harmful atmosphere for gays	18864173_353	I find the idea that it is a sin to be born or live a life at all to be preposterous.
Christians have created a harmful atmosphere for gays	18864173_512	Anti-gayness is an antiquated view that is taught by various religions and only serves to keep people divided by ignorance.
Christians have created a harmful atmosphere for gays	18864173_652	Christianity teaches intolerance of those different.
Christians have created a harmful atmosphere for gays	18865357_593	The Bible is not consistent in it's treatment of sex and marriage.
Christians have created a harmful atmosphere for gays	18865357_716	Defining marriage as between a man and woman is mean and cruel to those who may be of the same sex and love each other.
Christians have created a harmful atmosphere for gays	18865463_153	Religion-based homophobia exists.
Christians have created a harmful atmosphere for gays	18865463_222	In many cases it's based not in personal hate, but in the alternative evil of "I was only following orders."
Christians have created a harmful atmosphere for gays	18865710_235	Denying LGBT rights based on religious beliefs is not acceptable from a civil rights perspective.
Christians have created a harmful atmosphere for gays	18865710_392	Christians oppose things that don't imposes on their rights.
Christians have created a harmful atmosphere for gays	18865848_125	A small group choose to interpret the Old Testament in its literal word that drive a harmful message.
Christians have created a harmful atmosphere for gays	18866162_0	Conservative Christians and evangelicals haven't condemned divorce the way the Bible does, they have condemned homosexuality, the way the Bible doesn't.
Christians have created a harmful atmosphere for gays	18866470_0	Dreher's antics prove Christians don't want peace with the LGBT community which wants to live under laws of democracy not religious dogma.
Christians have created a harmful atmosphere for gays	18866895_175	The Orlando gun shooting where 38 gay people were killed are an example of how Christian hate of LGBT people can be comparable to the holocaust.
Christians have created a harmful atmosphere for gays	18866895_404	Christian congressman Rick Allen advocating for death is harmful to gays.
Christians have created a harmful atmosphere for gays	18871115_280	In furthering their own interests, Christian lobbying groups have devalued the full civic and human rights of other groups.
Christians have created a harmful atmosphere for gays	18871115_85	When religious people say gay people don't deserve equality they aren't valuing gay people as humans or citizens.
Christians have created a harmful atmosphere for gays	18872849_418	Church's are still the most segregated aspect of our society
Christians have created a harmful atmosphere for gays	18874843_469	You can't preach freedom while limiting the freedom of others.
Christians have created a harmful atmosphere for gays	18874843_563	Christians do not want gays to marry and that is harmful to gays.
Christians have created a harmful atmosphere for gays	18884220_318	Christians feel homosexuality is immoral.
Christians have not created a harmful atmosphere for gays	18864084_235	Christianity has helped make legislation that protects gays.
Christians have not created a harmful atmosphere for gays	18865303_193	Millions of gays have been killed by atheist nations religion had nothing to do with it.
Christians have not created a harmful atmosphere for gays	18866076_35	Muslim countries arrest or execute gays.
Christians have not created a harmful atmosphere for gays	18867044_194	Radical Islam not Christianity lead to the night club massacre.
Christians have not created a harmful atmosphere for gays	18868046_0	Some church's have gay employees and members.
College free for everyone	5654207_0	Banks can get bailed out, but young people with student loans are locked into debt.
College not free for everyone	5645380_0	Not everyone can be a scientist or a doctor and I am tired of advising these below average and unrealistic students.
College should be free	17278571_372	It is better to educate children than the remedy uneducated men.
College should be free	17281035_179	Other countries invest in their youth's education, why can't we?
College should be free	17282592_0	College is too expensive and should be made available to everyone.
College should be free	17286558_375	Taxapayers will be the first to benefit.
College should be free	17286558_86	Education is very important and should be funded with tax money.
College should be free	17294645_124	Public funding for tuition is as valid as funding for any other kind of investment.
College should be free	17294645_484	Having educated citizens allows for better investment in resources and a stronger democracy.
College should be free	17295969_0	I would be happy to support free community college so those who can't afford it can get educated.
College should be free	17295969_165	Every qualified student should be able to complete 2 years of community college.
College should be free	17297586_570	College should be free for those that are capable of performing at that level.
College should be free	17297586_710	If college was free we would gain a lot more than we spent in tuition for 3.0 GPA students.
College should not be free	17277601_0	Free college would be a drain on current resources due to student influx decreasing quality.
College should not be free	17277601_811	Publicly funded education would cost society too much.
College should not be free	17280005_0	Higher education should focus on equivalent outcomes instead of attempting to provide access to all.
College should not be free	17282881_340	Free tuition would attract less qualified applicants and an increase in non-academic self-help classes.
College should not be free	17282934_110	Free college will result in reduced funding for students that have needs that are not tuition based.
College should not be free	17282934_225	If college were free it would take help from the poor and help the rich.
College should not be free	17284024_0	College would not hold the value it does if it was free.
College should not be free	17284024_405	Free public education undermines private alternatives.
College should not be free	17374751_276	The cost of college is high and should be paid by the individual students and not passed on to the taxpayers.
College students' votes do matter in an election	17965626_105	College students constant questioning of everything lead them to not be swayed by lies and promises.
College students' votes do matter in an election	17965626_211	College students have the best chance of knowing history.
College students' votes do matter in an election	17966814_225	Young people influenced the Massachusetts Democrat Primary, for example.
College students' votes do matter in an election	17966814_358	Large northeastern college towns provided close races between Sanders and Clinton due to their college population.
College students' votes do matter in an election	17975522_127	College students experience the same things as everyone else and are not unreliable.
College students' votes do matter in an election	17977461_148	College students are people too.
College students' votes do matter in an election	17977461_77	All votes matter.
Colleges do not need humanities programs	2699541_170	Humanities programs are a waste of taxpayer money with no result.
Colleges do not need humanities programs	2699711_361	Humanities programs teach non-essential information.
Colleges do not need humanities programs	2701458_582	The internet provides this kind of information for free.
Colleges need humanities programs	2698446_334	In my opinion if money is lacking then it needs to be spent more wisely in the humanities to ensure that every field has a grounding in them.
Colleges need humanities programs	2698616_0	Americans will be deprived of the broader and deeper intellect they need to compete in the global economy if these programs are cut.
Colleges need humanities programs	2698806_141	The humanities are vital to a broad and professional education.
Colleges need humanities programs	2698806_345	French language study helps with understanding culture.
Colleges need humanities programs	2699104_314	Infrastructure programs that have been funded through taxes have benefited public and private enterprise.
Colleges need humanities programs	2699104_481	Humanities programs make people think differently and more creatively.
Colleges need humanities programs	2699263_158	Studying literature develops critical analysis and writing skills.
Colleges need humanities programs	2699263_277	It offers a wider perspective when it comes to education instead of simply focusing on a curriculum that was created by old white British and American men.
Colleges need humanities programs	2699263_426	I have broadened the scope of my knowledge to include issues relating to North African, West African, and Carribbean peoples.
Colleges need humanities programs	2699263_584	I have learned to understand American immigration from my studies in Chicano literature and that of North African immigrants in France.
Colleges need humanities programs	2699299_188	The humanities are important for developing a student's creative and critical thinking which are important skills for succeeding in a global economy.
Colleges need humanities programs	2699384_0	French is a language that is used all throughout Europe.
Colleges need humanities programs	2699384_115	Learning just some French can help with travelling.
Colleges need humanities programs	2699384_191	Those who find successful careers after college often spend their time touring Europe after they are done with their education.
Colleges need humanities programs	2699384_479	Americans need to learn about other cultures.
Colleges need humanities programs	2699528_384	Humanities programs improve understanding of current issues.
Colleges need humanities programs	2699604_345	Humanities help students to appreciate early teachings of Greeks and Romans.
Colleges need humanities programs	2699604_696	This would be a major loss to society as a whole, and people would miss out on an amazing experience.
Colleges need humanities programs	2699622_455	Spanish classes were very useful when travelling.
Colleges need humanities programs	2699780_0	Not all science and technology workers speak English.
Colleges need humanities programs	2699780_104	Language programs assist in communication between international companies.
Colleges need humanities programs	2699780_729	Humanities programs teach communication, which is important.
Colleges need humanities programs	2699822_167	Colleges need to ensure that opportunity to acquire language remains part of higher education.
Colleges need humanities programs	2700020_0	If students were required to take humanities, perhaps we would have less corruption in the business, political, and corporate worlds.
Colleges need humanities programs	2700020_281	Humanities help students to think about human dilemmas in a personal way.
Colleges need humanities programs	2700020_525	we cannot effectively send troops and other aid to other countries if they do not first understand the languages and cultures of the area.
Colleges need humanities programs	2700020_649	Understanding other culture is more important now than ever before.
Colleges need humanities programs	2700434_52	Colleges with prestige should offer languages and other humanities.
Colleges need humanities programs	2700703_0	Colleges need to be more than just for professional development.
Colleges need humanities programs	2700703_505	My French studies were the most relevant part of my academics background; being fluent in French is highly valuable.
Colleges need humanities programs	2700850_116	Students need to think critically and outside of conventional ideas.
Colleges need humanities programs	2700850_221	Liberal arts provide knowledge to learn creative thinking, reading, and writing which are important to many career paths.
Colleges need humanities programs	2700862_0	Colleges should preserve the integrity of the intellectual tradition.
Colleges need humanities programs	2700862_1163	Humanities programs are meant to enrich everyone.
Colleges need humanities programs	2700862_178	We should support humanities programs to create a intellectual ecosystem that is complex and evolved.
Colleges need humanities programs	2700862_407	Humanities and the sciences are complementary disciplines.
Colleges need humanities programs	2700867_102	Humanities help students to process information and communicate with other people more effectively, sometimes in other languages.
Colleges need humanities programs	2701138_335	Humanities courses ensure students are exposed to other cultures.
Colleges need humanities programs	2701233_350	The humanities help students learn about many areas of human thinking and accomplishment.
Colorado didn't go too far with pot	11963803_459	Most marijuana users aren't influenced by the ruling.
Colorado didn't go too far with pot	11963803_529	Alcohol is more dangerous then marijuana.
Colorado didn't go too far with pot	11965227_391	A regulated market has replaced an unregulated and dangerous black market.
Colorado didn't go too far with pot	11965227_789	There was a low number of arrests for marijuana.
Colorado didn't go too far with pot	11965482_699	Colorado legalizing marijuana had little impact on society.
Colorado didn't go too far with pot	11965482_783	I never met anyone addicted to pot.
Colorado didn't go too far with pot	11966497_38	Colorado's legal pot deters crime and reduces jailing of minorities.
Colorado didn't go too far with pot	11966497_451	State control and distribution of pot is something I can support.
Colorado didn't go too far with pot	11967782_364	Ending the prohibition on marijuana would ensure that fewer citizens are unfairly jailed.
Colorado didn't go too far with pot	11967782_85	Pot has been the number one cash crop in California for over 20 years - it benefits everyone via regulation, taxation, education, savings in enforcement and incarceration costs.
Colorado didn't go too far with pot	11968452_189	Addiction is almost impossible when the subjects are happy and healthy.
Colorado didn't go too far with pot	11968452_94	Research on marijuana was conducted for 20 years before being made legal in Colorado.
Colorado didn't go too far with pot	11970354_200	Adults should be able to make their own choices.
Colorado didn't go too far with pot	11970354_282	There are much more dangerous things than smoking pot that are not illegal.
Comment sections have failed	18242311_0	You cannot comment your honest opinions without it being flagged by someone who doesn't agree, rendering comment threads pointless.
Comment sections have failed	18242358_0	There are too many deranged people out there to use your real name especially if you are a woman.
Comment sections have failed	18242533_0	Comments are not worth the hassle and expense.
Comment sections have failed	18242533_149	Free speech is easily abused in non productive ways.
Comment sections have failed	18242693_133	People cannot have educated debates, rather they name call and insult in comment sections.
Comment sections have failed	18242693_337	Comment sections can incite violence rather than serving as a healthy release.
Comment sections have failed	18244743_0	I recently stopped contributing to the comment section of my local newspaper.
Comment sections have failed	18244743_205	Comment sections have people who attack those who disagree with them. I stopped posting after years of attacks.
Comment sections have failed	18244743_509	Comment sections have devolved into anonymous school yard bullying, offering no debate or discussion.
Comment sections have failed	18244954_0	Comments sections, when unfiltered, will always be vulgar, nasty, and hate-filled.
Comment sections have failed	18244954_179	Comment sections devolve into insults and demagoguery.
Comment sections have failed	18244954_474	People do not show respect in comments sections, which takes away from their value.
Comment sections have failed	18246336_20	Comments often show mindless vitriol and verbal violence.
Comment sections have failed	18246796_353	Comment sections provide an avenue for unwanted hassle and even interaction with so-called "nuts."
Comment sections have failed	18246850_640	The comments are in being manufactured in favor of HC to control the election.
Comment sections have failed	18247022_132	Comment sections are just a propaganda device.
Comment sections have failed	18247022_229	Commenters on the Washington POst are often degraded and receive personal attacks.
Comment sections have failed	18247680_178	Offensive and low quality comments make high quality commentators leave if the website doesn't work to protect their comments section.
Comment sections have failed	18247680_474	Comments sections become illegitimized by inappropriate commenters.
Comment sections have failed	18248182_136	On Facebook comments there are people who are there to attack and hurt other people.
Comment sections have failed	18248182_40	Facebook is full of trolls, who attack others on comments sections.
Comment sections have failed	18248396_0	When there are no moderators and commentators are anonymous, they tend to abuse the privileged of commenting.
Comment sections have failed	18249225_121	Comments sections are full of partisan individuals looking for a fight, not a conversation.
Comment sections have not failed	18240881_205	Comment sections complete incomplete articles even if the authors don't agree, it makes them better journalists.
Comment sections have not failed	18240942_197	Some comments sections, like the NY Times, are well moderated and full of intellectual, thoughtful comments.
Comment sections have not failed	18241716_0	Comment sections allow customers to have direct engagement.
Comment sections have not failed	18241716_160	Engagement in the comment section is valuable to the organization.
Comment sections have not failed	18242280_168	The media is biased, and comment sections can help one understand what is really going on.
Comment sections have not failed	18242280_79	People learn a lot from comment sections.
Comment sections have not failed	18243112_0	Comments sections are necessary to give a wide variety of opinions.
Comment sections have not failed	18243112_160	Comment sections allow other views to be heard.
Comment sections have not failed	18243112_324	Moderated comments allow legitimate discussion.
Comment sections have not failed	18243112_515	Comment sections add value to an editorial or commentary; the lack of comments earns the item less respect from the reader.
Comment sections have not failed	18243112_651	Not accepting comments means the author is shying away from debate.
Comment sections have not failed	18244013_0	Comment sections are important to understand why people disagree.
Comment sections have not failed	18244013_335	Comment sections provide different views on opinion pieces.
Comment sections have not failed	18244013_445	Comments sections permit a reader to analyze many different perspectives in one place.
Comment sections have not failed	18244216_401	Comment sections permit opposing sides to see and understand the other side of a debate.
Comment sections have not failed	18244616_0	Biased reporting is called out in the comment section.
Comment sections have not failed	18244616_333	Comments allow those with other knowlege to act as a balance and fact check the article.
Comment sections have not failed	18245183_112	Often times, I gain important insight and knowledge from the comment section.
Comment sections have not failed	18246375_133	Comments from individuals and their viewpoints has brought new insight to topics.
Comment sections have not failed	18246375_210	Comments give new perspectives and context to stories.
Comment sections have not failed	18246465_231	They expose important points often left out by the author.
Comment sections have not failed	18246465_747	People want to discuss issues rather than be told what to think.
Comment sections have not failed	18246474_0	Comments are often better than the article itself.
Comment sections have not failed	18246562_277	Comment sections give value by showing the feelings of the community.
Comment sections have not failed	18246610_0	Comments can be more valuable than the articles themselves sometimes.
Comment sections have not failed	18246631_143	Even the best writers and editors need correction, sometimes.
Comment sections have not failed	18246663_838	Comment sections can bring in more readers if the author addressed different reactions to columns.
Comment sections have not failed	18246826_0	Comments sections are useful, they provide a way for people to speak their minds.
Comment sections have not failed	18246826_102	Comment sections provide a place for people to have their opinion heard.
Comment sections have not failed	18246928_0	When comments are moderated, it is appreciated by people like me.
Comment sections have not failed	18247132_0	Comment sections have varied and valuable opinions.
Comment sections have not failed	18247132_130	I think the general level of comments in the Times are good.
Comment sections have not failed	18247207_0	It is good to express opinions even if repugnant.
Comment sections have not failed	18247221_82	Comments are plentiful and generally well written.
Comment sections have not failed	18247268_242	Comment sections are an important place for discussion even if some posters abuse them.
Comment sections have not failed	18247485_132	Comment sections reveal important insights into people's thoughts and abuse can be countered by other comments.
Comment sections have not failed	18247485_311	I don't think I absorb horrible ideas by reading them.
Comment sections have not failed	18247485_441	Comments allow all views to be heard.
Comment sections have not failed	18247574_294	Reading comments can make one feel better about humanity.
Comment sections have not failed	18247581_67	Comment sections provide insight.
Comment sections have not failed	18247937_320	Comment sections provide divergent opinions and different world views.
Comment sections have not failed	18248041_106	The comment sections help me get an idea of how others feel about the articles.
Comment sections have not failed	18248069_0	Comment sections with good comments help me see different views.
Comment sections have not failed	18248069_290	Finding one gem in the comments section is worth all of the other problems.
Comment sections have not failed	18248069_73	Comment sections provide a voice to thoughts and ideas outside the scope of regular editorial content.
Comment sections have not failed	18248110_159	It is often educational to read commentors' opinions.
Comment sections have not failed	18248249_0	Moderated comments are a great way for unlikely sources to have their opinions heard.
Comment sections have not failed	18248616_33	Publications like The Times would be less interesting without comments.
Comment sections have not failed	18248741_0	I enjoy reading the comments, usually I learn as much or more from the comments, than the article.
Comment sections have not failed	18248741_114	Many comments are thoughful and insightful.
Comment sections have not failed	18248824_166	Arguments within the comment section are more important than the name of the authors.
Comment sections have not failed	18249031_0	Comments are informative.
Comment sections have not failed	18249031_619	Many editorials are wrong or distorted and their claims are corrected in the comments.
Comment sections have not failed	18249187_90	Well moderated comments can be more interesting and useful than the article.
Comment sections have not failed	18249237_0	Some readers would not read the Times if not for a comments section.
Comment sections have not failed	18249237_167	Comments are valuable content.
Comment sections have not failed	18249237_99	I need the comments to trust the reporting in the article.
Comment sections have not failed	18249360_112	They add a lot to the piece and I look forward to reading comments.
Comment sections have not failed	18249360_193	Hearing what fellow readers have to say is a positive.
Comment sections have not failed	18249368_164	Comment sections allow for understanding of other views and reaching a consensus and compromise just like in any democracy.
Comment sections have not failed	18249368_294	The NY Times comments remind of the good and decent people in the world who speak out where there is a lot of bleak news elsewhere.
Comment sections have not failed	18249368_33	Comments, when moderated, provide value to readers.
Comment sections have not failed	18249380_110	Management of comments are exemplary and enlightening.
Comment sections have not failed	18249925_119	The commentators are often more knowledgable than the journalists.
Comment sections have not failed	18249925_383	Comments section enable the democratic discussion of ideas.
